"YR","DOY","NDVI","EVI","bnd3.ref","bnd7.ref","bnd2.ref","bnd1.ref","QC","LSWI2"
2001,15,4415,0.1796,0.0277,0.1308,0.1523,0.059,0,0.0759448957965384
2001,17,3949,0.1619,0.0335,0.1621,0.1457,0.0632,0,-0.0532813515269656
2001,38,4243,0.1828,0.0299,0.1355,0.1643,0.0664,0,0.0960640426951301
2001,58,5155,0.2479,0.0332,0.159,0.1905,0.0609,0,0.0901287553648069
2001,72,5489,0.2956,0.0413,0.1924,0.2126,0.0619,0,0.0498765432098765
2001,88,5038,0.2597,0.0392,0.1775,0.2034,0.0671,0,0.0679968495668154
2001,99,4938,0.2387,0.0292,0.1267,0.2007,0.068,0,0.226023213194869
2001,127,5249,0.2587,0.0371,0.1893,0.1907,0.0594,0,0.00368421052631582
2001,141,5277,0.2765,0.0374,0.1773,0.2122,0.0656,0,0.089602053915276
2001,159,6450,0.4234,0.0446,0.1449,0.285,0.0615,0,0.325889741800419
2001,161,5800,0.3253,0.0343,0.1663,0.2438,0.0648,0,0.188978297976103
2001,186,7769,0.5706,0.0265,0.0901,0.3856,0.0484,0,0.621189825520286
2001,193,7611,0.5797,0.0338,0.1141,0.3901,0.0529,0,0.547401824672749
2001,209,7671,0.585,0.0337,0.0861,0.3893,0.0513,0,0.637778712663021
2001,225,7676,0.5954,0.0329,0.0838,0.4054,0.0533,0,0.657399836467702
2001,241,6922,0.5056,0.0385,0.1094,0.364,0.0662,0,0.53781157583439
2001,268,6055,0.4391,0.0452,0.157,0.3631,0.0892,0,0.396269948086906
2001,273,4981,0.3208,0.0461,0.1359,0.3012,0.1009,0,0.378174330816747
2001,291,5784,0.401,0.0476,0.1678,0.3269,0.0873,0,0.321609055993531
2001,312,5378,0.3387,0.054,0.1581,0.2522,0.0758,0,0.229344382159396
2001,326,5972,0.3375,0.0404,0.1675,0.2304,0.0581,0,0.158079919577783
2001,349,4328,0.2012,0.0387,0.1801,0.1718,0.068,0,-0.02358624609264
2001,3,4106,NA,NA,NA,NA,NA,NA,NA
2002,15,3514,0.1376,0.0336,0.1628,0.1344,0.0645,0,-0.0955585464333781
2002,22,4028,0.1718,0.0365,0.1633,0.1513,0.0644,0,-0.0381436745073108
2002,45,4193,0.1904,0.0368,0.1499,0.1684,0.0689,0,0.0581212692428527
2002,59,4483,0.2055,0.0352,0.1723,0.1733,0.066,0,0.00289351851851852
2002,77,4248,0.1969,0.0369,0.156,0.1744,0.0704,0,0.0556900726392252
2002,91,4487,0.2074,0.0339,0.1548,0.1782,0.0678,0,0.0702702702702702
2002,109,4550,0.2336,0.0431,0.2217,0.1965,0.0736,0,-0.0602582496413199
2002,128,-1002,-0.0218,0.0329,0.0441,0.044,0.0538,0,-0.00113507377979564
2002,143,5387,0.3259,0.0526,0.2514,0.2355,0.0706,0,-0.0326555760936537
2002,155,5975,0.3301,0.0342,0.1752,0.2358,0.0594,0,0.147445255474453
2002,171,6733,0.423,0.0311,0.1406,0.2966,0.0579,0,0.356816102470265
2002,189,7094,0.4659,0.0295,0.1006,0.32,0.0544,0,0.521635758440323
2002,203,7877,0.5664,0.0226,0.0674,0.3815,0.0453,0,0.699710403207841
2002,212,7755,0.5672,0.0263,0.07,0.3837,0.0485,0,0.691426052457571
2002,237,6833,0.492,0.0344,0.0964,0.3716,0.0699,0,0.588034188034188
2002,244,7296,0.5387,0.0362,0.0959,0.3685,0.0576,0,0.586993970714901
2002,267,6463,0.4779,0.0496,0.135,0.3454,0.0742,0,0.43796835970025
2002,276,5990,0.4184,0.044,0.1296,0.3398,0.0852,0,0.447805709416276
2002,290,5191,0.3751,0.0606,0.1599,0.3295,0.1043,0,0.346546791990192
2002,318,3681,NA,NA,NA,NA,NA,NA,NA
2002,329,3719,0.1931,0.0471,0.1905,0.1977,0.0905,0,0.01854714064915
2002,338,3876,NA,NA,NA,NA,NA,NA,NA
2002,363,4742,0.1937,0.0337,0.1217,0.1447,0.0516,0,0.0863363363363363
2003,3,3748,NA,NA,NA,NA,NA,NA,NA
2003,28,6641,NA,NA,NA,NA,NA,NA,NA
2003,39,6368,0.3455,0.035,0.1643,0.2236,0.0496,0,0.152874452178397
2003,64,7103,0.4348,0.0258,0.1257,0.2923,0.0495,0,0.398564593301435
2003,67,8099,0.5978,0.0274,0.1043,0.3761,0.0395,0,0.565778517901749
2003,87,7410,0.5501,0.0407,0.1434,0.3516,0.0523,0,0.420606060606061
2003,101,4721,0.1668,0.024,0.1236,0.1269,0.0455,0,0.0131736526946108
2003,117,6615,0.3864,0.0346,0.1574,0.2528,0.0515,0,0.232569478303267
2003,140,6885,0.4326,0.0284,0.0955,0.302,0.0557,0,0.519496855345912
2003,160,5702,0.393,0.0489,0.1791,0.3201,0.0876,0,0.282451923076923
2003,176,5642,0.3423,0.0421,0.1814,0.2635,0.0734,0,0.184535850752978
2003,192,7324,0.5066,0.0329,0.1337,0.3354,0.0518,0,0.429972287358772
2003,208,7360,0.5646,0.0343,0.1013,0.4032,0.0613,0,0.598414271555996
2003,215,8046,0.6403,0.0345,0.1065,0.4046,0.0438,0,0.583251809821953
2003,231,7147,0.545,0.0394,0.1207,0.3859,0.0642,0,0.523489932885906
2003,247,6575,0.487,0.0413,0.112,0.3766,0.0778,0,0.541547277936963
2003,261,5610,0.3837,0.044,0.1282,0.3357,0.0944,0,0.447294675576633
2003,288,5410,0.3774,0.0529,0.1638,0.3237,0.0964,0,0.328
2003,297,5072,0.3578,0.0598,0.1882,0.3169,0.1036,0,0.254801029499109
2003,316,4153,0.2315,0.05,0.1676,0.2186,0.0903,0,0.132055929570171
2003,327,3522,0.194,0.0558,0.2013,0.2048,0.0981,0,0.00861856685545433
2003,341,3995,0.1608,0.0368,0.1403,0.1366,0.0586,0,-0.0133622246298303
2003,361,3964,0.1462,0.0264,0.1259,0.1312,0.0567,0,0.0206145468689226
2004,5,3832,0.1599,0.0308,0.1313,0.1543,0.0688,0,0.0805322128851541
2004,31,4724,0.1767,0.0226,0.1269,0.1401,0.0502,0,0.049438202247191
2004,40,4756,0.1912,0.0272,0.1502,0.1503,0.0534,0,0.000332778702163117
2004,62,4335,0.1966,0.0345,0.1625,0.1716,0.0678,0,0.0272373540856031
2004,69,5207,0.3148,0.0493,0.2182,0.2475,0.078,0,0.0629160403693365
2004,81,4988,0.2852,0.0448,0.1979,0.2348,0.0785,0,0.0852784839380633
2004,104,5298,0.326,0.0473,0.1908,0.2616,0.0804,0,0.156498673740053
2004,120,6725,0.3935,0.0264,0.1312,0.2733,0.0535,0,0.351297898640297
2004,129,6396,0.3626,0.0283,0.1485,0.2575,0.0566,0,0.268472906403941
2004,145,6367,0.4131,0.0405,0.1513,0.2929,0.065,0,0.318775326429536
2004,170,6952,0.489,0.0397,0.1353,0.3321,0.0597,0,0.421052631578947
2004,186,7205,0.52,0.038,0.123,0.3485,0.0566,0,0.478260869565217
