"YR","DOY","NDVI","EVI","bnd3.ref","bnd7.ref","bnd2.ref","bnd1.ref","QC","LSWI2"
2001,12,0.2911,0.0954,0.0291,0.1134,0.104,0.0571,0,-0.0432382704691812
2001,17,0.2579,0.0999,0.0327,0.1666,0.1319,0.0778,0,-0.116247906197655
2001,38,0.2558,0.0932,0.0348,0.1717,0.1161,0.0688,0,-0.193189715079917
2001,58,0.2985,0.1114,0.0324,0.1555,0.1246,0.0673,0,-0.110317743662977
2001,76,0.3404,0.1563,0.0396,0.1712,0.1685,0.0829,0,-0.00794818957904035
2001,95,0.7389,0.5188,0.0316,0.1339,0.3477,0.0522,0,0.443936877076412
2001,99,0.3269,0.1232,0.0351,0.1649,0.1238,0.0628,0,-0.142362313820575
2001,127,0.2827,0.1054,0.0378,0.2333,0.1175,0.0657,0,-0.330102622576967
2001,141,0.3492,0.1354,0.0374,0.1801,0.1271,0.0613,0,-0.172526041666667
2001,159,0.6401,0.3495,0.0273,0.1457,0.2434,0.0534,0,0.251092264199435
2001,165,0.6374,0.3941,0.0386,0.1554,0.2723,0.0603,0,0.273322422258592
2001,186,0.8538,0.6655,0.0251,0.0864,0.4085,0.0322,0,0.650838553243079
2001,193,0.8593,0.6339,0.0202,0.0646,0.3872,0.0293,0,0.714032757857459
2001,209,0.8497,0.6421,0.0191,0.0668,0.41,0.0333,0,0.719798657718121
2001,225,0.7803,0.5628,0.0246,0.0708,0.3786,0.0467,0,0.684913217623498
2001,241,0.6232,0.4253,0.0367,0.1041,0.3417,0.0793,0,0.532974427994616
2001,257,0.4089,0.2661,0.0511,0.147,0.3187,0.1337,0,0.368692291174576
2001,273,0.365,0.2173,0.0453,0.1402,0.2797,0.1301,0,0.332221957608954
2001,291,0.3089,0.209,0.0612,0.1896,0.3661,0.1933,0,0.317617419470938
2001,310,0.2515,0.1488,0.056,0.1885,0.2679,0.1602,0,0.173970201577564
2001,326,0.2478,0.1131,0.0472,0.2048,0.1553,0.0936,0,-0.137461816162177
2001,344,0.2262,0.0848,0.0386,0.185,0.1168,0.0737,0,-0.2259774685222
2001,3,NA,NA,NA,NA,NA,NA,1,NA
2002,15,0.2795,0.1005,0.0331,0.1372,0.1158,0.0652,0,-0.0845849802371542
2002,22,0.2904,0.1008,0.0342,0.1701,0.1084,0.0596,0,-0.221543985637343
2002,43,0.2913,0.1137,0.0365,0.1554,0.1292,0.0709,0,-0.0920590302178496
2002,61,0.3364,0.1483,0.0402,0.2059,0.1549,0.0769,0,-0.141352549889135
2002,73,0.3584,0.1329,0.0307,0.1491,0.1264,0.0597,0,-0.0823956442831216
2002,91,0.4727,0.2188,0.0339,0.1548,0.1782,0.0638,0,0.0702702702702702
2002,109,0.2701,0.1297,0.0483,0.2509,0.1702,0.0978,0,-0.191640940394206
2002,128,0.7839,0.5313,0.0244,0.0442,0.3393,0.0411,0,0.769491525423729
2002,143,0.2916,0.1285,0.0374,0.2234,0.1601,0.0878,0,-0.165058670143416
2002,155,0.3684,0.1563,0.037,0.1915,0.1493,0.0689,0,-0.123826291079812
2002,176,0.7085,0.3369,0.0229,0.0893,0.2005,0.0342,0,0.383712905452036
2002,189,0.7486,0.4756,0.0269,0.1172,0.3026,0.0435,0,0.441638875655074
2002,205,0.8357,0.6284,0.0224,0.08,0.399,0.0357,0,0.665970772442589
2002,212,0.821,0.5996,0.0214,0.0646,0.3868,0.038,0,0.713779353123616
2002,237,0.7833,0.6208,0.0321,0.0818,0.4198,0.051,0,0.67384370015949
2002,242,0.7782,0.5931,0.031,0.0744,0.3954,0.0493,0,0.683269476372925
2002,258,0.4753,0.3252,0.0486,0.1296,0.3493,0.1242,0,0.458759657548549
2002,276,0.3571,0.2274,0.0526,0.1497,0.3116,0.1476,0,0.350964665076956
2002,292,0.3553,0.2277,0.0542,0.1405,0.3122,0.1485,0,0.379279876297769
2002,318,NA,NA,NA,NA,NA,NA,1,NA
2002,329,0.2224,0.1218,0.0599,0.2149,0.2077,0.1321,0,-0.0170373876005679
2002,338,NA,NA,NA,NA,NA,NA,1,NA
2002,363,0.2492,0.0873,0.0352,0.1329,0.108,0.0649,0,-0.103362391033624
2003,3,NA,NA,NA,NA,NA,NA,1,NA
2003,28,NA,NA,NA,NA,NA,NA,1,NA
2003,37,0.4521,0.1809,0.028,0.1596,0.1479,0.0558,0,-0.0380487804878049
2003,53,0.344,0.1339,0.033,0.1473,0.1338,0.0653,0,-0.048025613660619
2003,69,0.4011,0.1399,0.0263,0.1133,0.1205,0.0515,0,0.0307955517536356
2003,83,0.4172,0.1562,0.0256,0.105,0.1357,0.0558,0,0.127544661404238
2003,101,0.3244,0.1033,0.0298,0.1839,0.0996,0.0508,0,-0.297354497354497
2003,117,0.3017,0.0959,0.0296,0.1578,0.099,0.0531,0,-0.228971962616822
2003,140,0.2774,0.1055,0.035,0.1946,0.125,0.0707,0,-0.217772215269086
2003,160,0.3703,0.1912,0.0511,0.2398,0.1863,0.0856,0,-0.125557380896503
