"YR","DOY","bnd1.ref","bnd2.ref","bnd3.ref","bnd4.ref","bnd5.ref","bnd6.ref","bnd7.ref","LSWI1","LSWI2","NDVI","EVI"
2001,4,0.0397,0.1375,0.0193,0.0377,0.1667,0.1563,0.0932,-0.0639891082368958,0.192024273948851,0.551918735891648,0.198627076648117
2001,12,0.0413,0.1438,0.0182,0.0396,0.1692,0.1602,0.0953,-0.0539473684210526,0.20284399832706,0.5537547271745,0.204166998645526
2001,20,0.0422,0.1464,0.0187,0.0407,0.1701,0.1629,0.098,-0.0533462657613967,0.198036006546645,0.552492046659597,0.206852741493628
2001,28,0.044,0.1585,0.0204,0.0409,0.1834,0.1739,0.1071,-0.0463297232250301,0.193524096385542,0.565432098765432,0.22548247341473
2001,36,0.0445,0.1497,0.0225,0.0426,0.1778,0.1662,0.0975,-0.0522317188983856,0.211165048543689,0.541709577754892,0.210745622821427
2001,44,0.0401,0.117,0.0188,0.0382,0.1509,0.1333,0.0754,-0.0651218537754694,0.216216216216216,0.489497135582432,0.158022357389446
2001,52,0.0369,0.0941,0.0163,0.0396,0.1583,0.1366,0.0775,-0.184221933246641,0.0967365967365967,0.436641221374046,0.119840771003562
2001,60,0.0434,0.1908,0.0207,0.046,0.2082,0.1775,0.1009,0.0361118653271789,0.308193349331505,0.629376601195559,0.2843473899456
2001,68,0.0438,0.2032,0.0205,0.0472,0.219,0.1778,0.0981,0.0666666666666667,0.348821772319947,0.645344129554656,0.30367689083635
2001,76,0.0431,0.2234,0.0194,0.0478,0.2314,0.1762,0.0919,0.118118118118118,0.417063114494133,0.676547842401501,0.337261503928171
2001,84,0.0434,0.2714,0.0205,0.0524,0.2586,0.1856,0.0953,0.187746170678337,0.480229070084538,0.724269377382465,0.413627952541635
2001,92,0.046,0.2845,0.0223,0.0554,0.2654,0.1798,0.0886,0.225500753822959,0.52506030554811,0.721633888048412,0.427956217477122
2001,100,0.06,0.2803,0.028,0.0693,0.2627,0.182,0.0923,0.212632489725287,0.504562533548041,0.64736996767558,0.385059078514997
2001,108,0.0592,0.3,0.0267,0.068,0.2723,0.1869,0.0923,0.232285890326556,0.529441753759878,0.670378619153675,0.41375992302141
2001,116,0.055,0.3066,0.0274,0.0631,0.2838,0.1909,0.0937,0.232562814070352,0.53185111166625,0.695796460176991,0.439522045978618
2001,124,0.0641,0.3149,0.0333,0.0691,0.3017,0.2037,0.1002,0.214423447743926,0.517224765116839,0.661741424802111,0.43248836006208
