"YR","DOY","LST.day","LST.night","QC.day","QC.night"
2001,4,10.89,2.57000000000005,0,0
2001,12,10.43,NA,0,65
2001,20,11.87,1.99000000000001,0,0
2001,28,11.15,3.41000000000003,0,0
2001,36,12.99,5.51000000000005,0,0
2001,44,11.99,3.85000000000002,0,0
2001,52,NA,NA,65,65
2001,60,14.47,5.37,0,0
2001,68,16.61,8.95000000000005,0,0
2001,76,19.05,12.53,0,0
2001,84,18.87,NA,0,65
2001,92,21.1900000000001,NA,0,65
2001,100,15.5700000000001,NA,0,65
2001,108,NA,NA,65,65
2001,116,23.09,12.49,0,0
2001,124,24.55,NA,0,65
2001,132,24.17,NA,0,65
2001,140,27.65,17.53,0,0
2001,148,26.15,16.95,0,0
2001,156,27.51,NA,0,65
2001,164,28.45,NA,0,65
2001,180,NA,NA,2,2
2001,188,26.21,NA,0,65
2001,196,26.5700000000001,15.95,0,0
2001,204,25.97,16.73,0,0
2001,212,26.77,17.43,0,0
2001,220,26.53,17.83,0,0
2001,228,27.85,17.93,0,0
2001,236,28.15,18.97,0,0
2001,244,27.7500000000001,17.65,0,0
2001,252,24.45,17.11,0,0
2001,260,24.15,15.83,0,0
2001,268,NA,15.2500000000001,65,0
2001,276,NA,16.53,65,0
2001,284,NA,NA,65,65
2001,292,20.39,14.15,0,0
2001,300,NA,NA,65,65
2001,308,NA,11.83,65,0
2001,316,NA,NA,65,65
2001,324,NA,7.73000000000002,65,0
2001,332,13.49,8.53000000000003,0,0
2001,340,10.65,NA,0,65
2001,348,NA,6.23000000000002,65,0
2001,356,NA,NA,2,2
2001,364,NA,NA,2,65
2002,4,NA,NA,65,65
2002,12,NA,6.17000000000002,65,0
2002,20,NA,NA,65,65
2002,28,9.71000000000004,NA,0,65
2002,36,NA,4.45000000000005,65,0
2002,44,13.67,5.67000000000002,0,0
2002,52,14.01,7.69000000000005,0,0
2002,60,15.01,8.73000000000002,0,0
2002,68,NA,5.45000000000005,65,0
2002,76,NA,NA,65,65
2002,84,NA,13.51,65,0
2002,92,20.15,13.61,0,0
2002,100,18.87,13.79,0,0
2002,108,18.27,11.41,0,0
2002,116,19.99,11.53,0,0
2002,124,21.51,12.67,0,0
2002,132,21.83,13.6300000000001,0,0
2002,140,22.17,NA,0,65
2002,148,23.11,NA,0,65
2002,156,26.99,18.51,0,0
2002,164,25.33,16.95,0,0
2002,172,26.65,17.33,0,0
2002,180,26.31,18.65,0,0
2002,188,29.29,19.79,0,0
2002,196,26.27,17.79,0,0
2002,204,25.85,17.55,0,0
2002,212,NA,16.79,65,0
2002,220,28.95,18.55,0,0
2002,228,24.99,17.31,0,0
2002,236,25.51,16.95,0,0
2002,244,27.73,17.35,0,0
2002,252,26.47,NA,0,65
2002,260,NA,17.17,65,0
2002,268,26.17,17.31,0,0
2002,276,24.41,14.51,0,0
2002,284,23.33,15.53,0,0
2002,292,NA,13.43,65,0
2002,300,NA,11.33,65,0
2002,308,NA,8.05000000000001,65,0
2002,316,NA,NA,65,65
2002,324,NA,9.65000000000003,65,0
2002,332,NA,5.73000000000002,65,0
2002,340,NA,NA,65,65
2002,348,NA,NA,65,65
2002,356,NA,NA,65,65
2002,364,11.23,NA,0,65
2003,4,NA,6.81,65,0
2003,12,12.1900000000001,5.99000000000001,0,0
2003,20,NA,NA,2,65
2003,28,NA,NA,65,65
2003,36,13.05,6.09000000000003,0,0
2003,44,10.6900000000001,3.01000000000005,0,0
2003,52,14.87,7.97000000000003,0,0
2003,60,NA,8.71000000000004,65,0
2003,68,18.15,10.7500000000001,0,0
2003,76,16.2500000000001,NA,0,65
2003,84,17.85,12.03,0,0
2003,92,17.17,10.21,0,0
2003,100,20.49,11.85,0,0
2003,108,17.53,NA,0,65
2003,116,NA,NA,65,65
2003,124,17.95,NA,0,65
2003,132,21.53,12.45,0,0
2003,140,24.61,16.0700000000001,0,0
2003,148,26.93,17.33,0,0
2003,156,24.79,17.2500000000001,0,0
2003,164,24.41,16.31,0,0
2003,172,25.89,NA,0,65
2003,180,28.01,19.6300000000001,0,0
2003,188,27.93,18.5700000000001,0,0
2003,196,29.61,20.67,0,0
2003,204,27.59,NA,0,65
2003,212,23.27,19.01,0,0
2003,220,26.89,NA,0,65
2003,228,26.97,17.59,0,0
2003,236,26.01,18.21,0,0
2003,244,NA,18.83,65,0
2003,252,26.37,17.23,0,0
2003,260,27.65,17.77,0,0
2003,268,NA,16.97,65,0
2003,276,24.15,15.77,0,0
2003,284,23.47,14.33,0,0
2003,292,23.77,15.81,0,0
2003,300,22.83,13.87,0,0
2003,308,NA,NA,65,65
2003,316,NA,NA,65,65
2003,324,NA,8.09000000000003,65,0
2003,332,14.93,5.49000000000001,0,0
2003,340,NA,NA,65,65
2003,348,NA,NA,65,65
2003,356,NA,NA,65,2
2003,364,9.75000000000006,NA,0,65
2004,4,NA,3.55000000000001,65,0
2004,12,NA,NA,2,65
2004,20,NA,4.41000000000003,65,0
2004,28,11.1300000000001,NA,0,65
2004,36,11.65,6.63000000000005,0,0
2004,44,NA,5.99000000000001,65,0
2004,52,14.47,NA,0,2
2004,60,12.81,NA,0,65
2004,68,17.81,11.93,0,0
2004,76,NA,13.65,65,0
2004,84,NA,12.1900000000001,65,0
2004,92,NA,NA,65,65
2004,100,20.29,13.09,0,0
2004,108,NA,NA,65,65
2004,116,24.21,15.41,0,0
2004,124,NA,15.7500000000001,65,0
2004,132,23.15,15.53,0,0
2004,140,23.0700000000001,14.93,0,0
2004,148,23.93,14.97,0,0
2004,156,25.91,NA,0,65
2004,164,26.03,NA,0,65
2004,172,25.31,16.61,0,0
2004,180,26.03,17.99,0,0
2004,188,24.89,17.35,0,0
2004,196,27.43,17.49,0,0
2004,204,27.71,19.6300000000001,0,0
2004,212,25.59,17.81,0,0
2004,220,28.09,19.35,0,0
2004,228,25.65,17.81,0,0
2004,236,26.1300000000001,18.49,0,0
2004,244,27.17,18.11,0,0
2004,252,29.89,19.81,0,0
2004,260,NA,18.1900000000001,65,0
2004,268,25.91,16.41,0,0
2004,276,NA,15.29,65,0
2004,284,NA,15.87,65,0
2004,292,NA,12.05,65,0
2004,300,NA,NA,65,65
2004,308,17.23,9.25000000000006,0,0
2004,316,16.05,6.13000000000005,0,0
2004,324,14.49,8.23000000000002,0,0
2004,332,NA,NA,65,65
2004,340,NA,2.79000000000002,65,0
2004,348,10.41,6.43000000000001,0,0
2004,356,NA,NA,65,65
2004,364,NA,NA,65,65
2005,4,NA,NA,65,65
2005,12,10.5700000000001,NA,0,65
2005,20,NA,NA,2,65
2005,28,NA,6.47000000000003,65,0
2005,36,11.95,6.33000000000004,0,0
2005,44,NA,6.55000000000001,65,0
2005,52,15.53,NA,0,65
2005,60,15.61,8.49000000000001,0,0
