,avg_air_temp,avg_soil_temp,doy,net_rad,year,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,mb_ch4_gf,mb_co2_gf,mb_er,mb_gpp,mb_h,mb_le,wp_bnd1,wp_bnd2,wp_bnd3,wp_bnd7,wp_evi,wp_lswi,wp_ndvi,mb_bnd1,mb_bnd2,mb_bnd3,mb_bnd7,mb_evi,mb_lswi,mb_ndvi,wp_LST.day,wp_LST.night,mb_LST.day,mb_LST.night
537,7.2,7.5,1,29.0,2014,974.529118371,49.5462812695,56.9450555074,-7.39877423784,1420.63403861,732.888034992,629.892365456,39.5700230532,78.3439747381,-38.7739516849,602.830985786,491.173280982,0.0807,0.1543,0.0384,0.1278,0.1362,0.0939383197448,0.3131,0.049,0.1117,0.021,0.0774,0.1255,0.181385510312,0.3901,13.77,4.07,13.0890588235,3.27
538,8.1,7.5,2,26.0,2014,969.083113008,50.3121523157,56.0003457501,-5.68819343448,1569.9422049,597.809717392,1131.80276204,54.1516822425,77.4799340069,-23.3282517645,629.754039688,524.782088077,0.08000625,0.1533125,0.0373,0.1243625,0.135375,0.107500444993,0.31421875,0.04996875,0.1134125,0.02128125,0.07836875,0.1263875,0.182495036607,0.38861875,13.745,4.2075,13.1528235294,3.515
539,8.5,7.7,3,28.0,2014,986.863466361,51.7648926916,55.986796386,-4.22190369445,1607.11960339,590.738296542,1069.1541397,43.3540366485,76.8937477531,-33.5397111045,1115.40761272,561.42883345,0.0793125,0.152325,0.0362,0.120925,0.13455,0.12106257024,0.3153375,0.0509375,0.115125,0.0215625,0.0793375,0.127275,0.183604562902,0.3871375,13.72,4.345,13.2165882353,3.76
540,8.9,7.7,4,20.0,2014,1029.21347869,54.9514868928,59.6881639613,-4.73667706851,1366.95795527,780.966919646,1010.18314653,46.3207820517,78.2982649341,-31.9774828825,381.64412414,1040.46630739,0.07861875,0.1513375,0.0351,0.1174875,0.133725,0.134624695488,0.31645625,0.05190625,0.1168375,0.02184375,0.08030625,0.1281625,0.184714089197,0.38565625,13.695,4.4825,13.2803529412,4.005
541,8.0,7.5,5,26.0,2014,1033.33127717,51.5438788688,57.808531757,-6.26465288819,1614.07884647,672.397295535,955.706906517,47.473004489,76.8568031867,-29.3837986977,980.966088254,622.082530762,0.077925,0.15035,0.034,0.11405,0.1329,0.148186820736,0.317575,0.052875,0.11855,0.022125,0.081275,0.12905,0.185823615493,0.384175,13.67,4.62,13.3441176471,4.25
542,6.8,7.6,6,15.0,2014,1010.5037327,49.0387820771,59.0576544195,-10.0188723424,854.59401906,552.101760578,956.952128972,43.0529230384,76.3310446641,-33.2781216257,554.268995589,372.317830784,0.07723125,0.1493625,0.0329,0.1106125,0.132075,0.161748945984,0.31869375,0.05384375,0.1202625,0.02240625,0.08224375,0.1299375,0.186933141788,0.38269375,13.645,4.7575,13.4078823529,4.495
543,8.6,7.8,7,17.0,2014,1022.87092238,50.577992697,59.7964285686,-9.21843587159,944.406606408,507.151704829,1236.34943609,62.8437522557,82.1630590321,-19.3193067764,350.733062688,506.847567816,0.0765375,0.148375,0.0318,0.107175,0.13125,0.175311071232,0.3198125,0.0548125,0.121975,0.0226875,0.0832125,0.130825,0.188042668083,0.3812125,13.62,4.895,13.4716470588,4.74
544,9.7,8.2,8,13.0,2014,1048.10277805,57.6974719979,61.2393653747,-3.54189337683,439.922921476,376.278860771,1866.90080946,89.1442247691,93.9587957391,-4.81457096996,662.089724487,421.6274538,0.07584375,0.1473875,0.0307,0.1037375,0.130425,0.18887319648,0.32093125,0.05578125,0.1236875,0.02296875,0.08418125,0.1317125,0.189152194378,0.37973125,13.595,5.0325,13.5354117647,4.985
545,11.5,8.6,9,32.0,2014,1201.4677322,66.6103223425,65.8204054824,0.789916860114,804.26472201,677.565473126,2153.14563487,84.8026523682,107.556590795,-22.7539384264,683.419471458,768.426132637,0.07515,0.1464,0.0296,0.1003,0.1296,0.202435321728,0.32205,0.05675,0.1254,0.02325,0.08515,0.1326,0.190261720673,0.37825,13.57,5.17,13.5991764706,5.23
546,9.4,8.8,10,32.0,2014,1094.5108087,57.946815777,60.6602376811,-2.71342190402,1303.366588,536.57799258,1925.41436996,75.7562156319,83.604980395,-7.84876476311,1170.67963673,631.097331363,0.07445625,0.1454125,0.0285,0.0968625,0.128775,0.215997446975,0.32316875,0.05771875,0.1271125,0.02353125,0.08611875,0.1334875,0.191371246968,0.37676875,13.8,5.05,13.6629411765,4.98
547,9.1,8.7,11,3.0,2014,1269.25186386,64.7012188922,66.4735468805,-1.77232798829,-294.730539529,563.376766738,1086.43201804,51.67258585,86.1352141541,-34.4626283041,-129.158204926,282.248697045,0.0737625,0.144425,0.0274,0.093425,0.12795,0.229559572223,0.3242875,0.0586875,0.128825,0.0238125,0.0870875,0.134375,0.192480773264,0.3752875,14.03,4.93,13.7267058824,4.73
548,10.4,8.9,12,34.0,2014,1404.5644873,80.4413037488,74.2687320112,6.17257173764,52.21084541,1166.71834212,1875.42296854,83.3522010113,91.9849836276,-8.63278261637,-427.047097731,1561.75803159,0.07306875,0.1434375,0.0263,0.0899875,0.127125,0.243121697471,0.32540625,0.05965625,0.1305375,0.02409375,0.08805625,0.1352625,0.193590299559,0.37380625,14.26,4.81,13.7904705882,4.48
549,7.8,8.8,13,29.0,2014,1253.76887348,60.389316544,62.9397882941,-2.55047175014,1441.87316833,758.3563345,1233.87234894,61.4837612679,74.3156258342,-12.8318645664,1331.86384142,745.517958678,0.072375,0.14245,0.0252,0.08655,0.1263,0.256683822719,0.326525,0.060625,0.13225,0.024375,0.089025,0.13615,0.194699825854,0.372325,14.49,4.69,13.8542352941,4.23
550,7.7,8.5,14,33.0,2014,1239.64885179,62.5258007751,62.1351706866,0.39063008846,1666.74506169,841.005260473,1091.58448289,36.6775642902,76.4196441651,-39.7420798749,1032.27904665,839.435374409,0.07168125,0.1414625,0.0241,0.0831125,0.125475,0.270245947967,0.32764375,0.06159375,0.1339625,0.02465625,0.08999375,0.1370375,0.195809352149,0.37084375,14.72,4.57,13.918,3.98
551,12.1,8.7,15,32.5,2014,1239.86793898,61.8393655278,62.1717341973,-0.332368669502,1756.55067846,645.583476929,922.101663146,38.9986951196,76.6833311069,-37.6846359873,915.43371221,670.349485093,0.0709875,0.140475,0.023,0.079675,0.12465,0.283808073215,0.3287625,0.0625625,0.135675,0.0249375,0.0909625,0.137925,0.196918878444,0.3693625,14.95,4.45,13.9817647059,3.73
552,8.4,8.6,16,32.0,2014,1244.28399556,61.8703541929,62.4471155597,-0.576761366773,1822.82170468,704.774700944,938.831976159,27.6638772633,76.2330752013,-48.5691979381,908.305966311,578.537669741,0.07029375,0.1394875,0.0219,0.0762375,0.123825,0.297370198463,0.32988125,0.06353125,0.1373875,0.02521875,0.09193125,0.1388125,0.198028404739,0.36788125,15.18,4.33,14.0455294118,3.48
553,9.0,8.6,17,31.0,2014,1266.62804853,62.0934827147,64.5694396217,-2.47595690696,1984.69256248,700.884775743,1144.61905696,60.959594313,73.7745401748,-12.8149458617,978.838135117,614.948785674,0.0696,0.1385,0.0208,0.0728,0.123,0.31093232371,0.331,0.0645,0.1391,0.0255,0.0929,0.1397,0.199137931034,0.3664,15.41,4.21,14.1092941176,3.23
554,8.7,8.4,18,27.0,2014,1319.09734922,62.5838463127,65.6588024644,-3.07495615174,2171.16542432,702.019487937,1052.13648261,46.3522116063,75.4529099211,-29.1006983148,1620.32132626,730.218302153,0.06790625,0.13425625,0.02020625,0.0709375,0.11885,0.306683912633,0.3258375,0.064140625,0.137928125,0.02540625,0.092765625,0.13836875,0.195050780259,0.364771875,15.35,4.445,14.1730588235,3.795
555,8.5,8.4,19,33.0,2014,1374.61673588,64.0157240841,67.3699797756,-3.35425569153,1996.25250607,706.916827962,980.646005762,53.3153597099,72.1887927871,-18.8734330772,763.404680367,568.557036406,0.0662125,0.1300125,0.0196125,0.069075,0.1147,0.302435501556,0.320675,0.06378125,0.13675625,0.0253125,0.09263125,0.1370375,0.190963629483,0.36314375,15.29,4.68,14.2368235294,4.36
556,9.0,8.3,20,33.5,2014,1439.68922034,66.3860211431,70.6454650886,-4.25944394545,2280.89940999,798.112160924,1039.44612973,58.4063214795,71.7629994973,-13.3566780178,1389.40193411,851.980371199,0.06451875,0.12576875,0.01901875,0.0672125,0.11055,0.298187090479,0.3155125,0.063421875,0.135584375,0.02521875,0.092496875,0.13570625,0.186876478707,0.361515625,15.23,4.915,14.3005882353,4.925
557,9.4,8.2,21,34.0,2014,1555.3501278,69.8292265655,74.6804824576,-4.85125589209,1934.02282781,730.329726299,1043.5534383,54.3089421067,74.369097012,-20.0601549054,1182.38112363,813.644709773,0.062825,0.121525,0.018425,0.06535,0.1064,0.293938679402,0.31035,0.0630625,0.1344125,0.025125,0.0923625,0.134375,0.182789327931,0.3598875,15.17,5.15,14.3643529412,5.49
558,8.5,8.2,22,28.0,2014,1637.75818847,67.4687247463,74.8235153641,-7.35479061785,2305.14221843,834.004541361,1333.18255306,60.3445710485,77.9679155949,-17.6233445464,1736.38839801,1169.1676642,0.06113125,0.11728125,0.01783125,0.0634875,0.10225,0.289690268326,0.3051875,0.062703125,0.133240625,0.02503125,0.092228125,0.13304375,0.178702177155,0.358259375,15.11,5.385,14.4281176471,6.055
559,8.6,8.3,23,40.0,2014,1603.46282935,67.4439437901,75.5751933886,-8.13124959848,1960.05468563,758.208862577,912.320995348,43.2238360473,72.5129479734,-29.2891119261,996.461296137,862.444576787,0.0594375,0.1130375,0.0172375,0.061625,0.0981,0.285441857249,0.300025,0.06234375,0.13206875,0.0249375,0.09209375,0.1317125,0.174615026379,0.35663125,15.05,5.62,14.4918823529,6.62
560,11.0,8.5,24,38.0,2014,1505.90365038,70.0063391914,76.7377169498,-6.73137775837,2157.07530931,562.016915893,1096.22807687,51.6647358651,75.4080483867,-23.7433125215,953.491814068,999.310483268,0.05774375,0.10879375,0.01664375,0.0597625,0.09395,0.281193446172,0.2948625,0.061984375,0.130896875,0.02484375,0.091959375,0.13038125,0.170527875603,0.355003125,14.99,5.855,14.5556470588,7.185
561,12.4,8.8,25,35.0,2014,1265.13005467,61.7427168009,69.3370785803,-7.59436177944,2295.28673601,626.301456172,1329.65520221,61.0191383476,78.0254441661,-17.0063058185,757.074276983,1163.78802952,0.05605,0.10455,0.01605,0.0579,0.0898,0.276945035095,0.2897,0.061625,0.129725,0.02475,0.091825,0.12905,0.166440724827,0.353375,14.93,6.09,14.6194117647,7.75
562,10.1,8.9,26,42.0,2014,1049.53874891,53.9439916404,63.575362258,-9.63137061757,1988.52810755,554.478495444,1495.92857598,60.6659914466,73.3898728691,-12.7238814225,1569.30650759,1014.82140138,0.05435625,0.10030625,0.01545625,0.0560375,0.08565,0.272696624018,0.2845375,0.061265625,0.128553125,0.02465625,0.091690625,0.12771875,0.162353574051,0.351746875,14.77,6.22333333333,14.6831764706,7.8675
563,10.5,8.9,27,34.0,2014,898.508967011,51.4399452467,63.1771769567,-11.73723171,1439.94250654,382.595561182,2849.1045009,83.5837984742,104.85178294,-21.2679844662,515.24248805,751.224794608,0.0526625,0.0960625,0.0148625,0.054175,0.0815,0.268448212941,0.279375,0.06090625,0.12738125,0.0245625,0.09155625,0.1263875,0.158266423275,0.35011875,14.61,6.35666666667,14.7469411765,7.985
564,14.5,9.6,28,40.0,2014,846.214912954,53.4021830673,67.3278697941,-13.9256867268,1604.31207084,265.50826249,2949.28835187,102.717397763,112.001063951,-9.28366618835,1374.65030546,1041.61527523,0.05096875,0.09181875,0.01426875,0.0523125,0.07735,0.264199801864,0.2742125,0.060546875,0.126209375,0.02446875,0.091421875,0.12505625,0.154179272499,0.348490625,14.45,6.49,14.8107058824,8.1025
565,15.0,10.6,29,0.0,2014,979.229711643,61.5042615393,65.9024370424,-4.39817550314,6.5648633283,137.695153255,2972.90602179,104.115845644,111.575847463,-7.46000181946,193.990337667,471.53118994,0.049275,0.087575,0.013675,0.05045,0.0732,0.259951390787,0.26905,0.0601875,0.1250375,0.024375,0.0912875,0.123725,0.150092121723,0.3468625,14.29,6.62333333333,14.8744705882,8.22
566,12.5,10.9,30,26.0,2014,842.751993088,74.3053481896,66.5976282601,7.7077199295,501.203953238,1299.06929854,3247.38956646,101.93866624,106.911789461,-4.97312322086,910.2673443,2053.18621138,0.04758125,0.08333125,0.01308125,0.0485875,0.06905,0.25570297971,0.2638875,0.059828125,0.123865625,0.02428125,0.091153125,0.12239375,0.146004970947,0.345234375,14.13,6.75666666667,14.9382352941,8.3375
567,10.3,10.7,31,14.0,2014,984.022173721,63.7942232841,64.3748791838,-0.580655899695,1788.5607415,967.858854105,2243.84100887,77.2317358834,89.6066894652,-12.3749535818,1390.91813198,1884.06123702,0.0458875,0.0790875,0.0124875,0.046725,0.0649,0.251454568633,0.258725,0.05946875,0.12269375,0.0241875,0.09101875,0.1210625,0.141917820171,0.34360625,13.97,6.89,15.002,8.455
568,8.8,10.0,32,2.0,2014,895.355621833,53.1871260164,63.0406802351,-9.85355421865,1710.18179774,784.844245632,2514.14244622,75.968554554,82.0370376414,-6.06848308747,1601.26624801,1881.17511468,0.04419375,0.07484375,0.01189375,0.0448625,0.06075,0.247206157556,0.2535625,0.059109375,0.121521875,0.02409375,0.090884375,0.11973125,0.137830669395,0.341978125,13.81,7.02333333333,15.0657647059,8.5725
569,6.2,9.4,33,-10.0,2014,1001.48873795,53.2835341532,62.9452731606,-9.66173900744,-423.865438918,653.599082791,861.946513972,38.2264894096,70.8528959107,-32.6264065011,-214.740713724,948.914738151,0.0425,0.0706,0.0113,0.043,0.0566,0.242957746479,0.2484,0.05875,0.12035,0.024,0.09075,0.1184,0.133743518619,0.34035,13.65,7.15666666667,15.1295294118,8.69
570,7.9,9.3,34,42.0,2014,1027.46419025,63.821833498,65.741596914,-1.91976341601,1483.0068007,1030.89964146,2369.5252466,87.6555818517,89.3619437355,-1.70636188378,1786.08627788,1755.52510957,0.04275625,0.0715875,0.01240625,0.048125,0.058475,0.216360872187,0.251575,0.058390625,0.119178125,0.02390625,0.090615625,0.11706875,0.129656367843,0.338721875,13.9525,7.29,15.1932941176,8.8075
571,6.8,9.3,35,45.0,2014,925.766381606,53.0229260369,65.0313119081,-12.0083858712,975.730171111,779.112636174,1970.76353634,87.4859827489,75.1084001249,12.3775826241,1199.65914498,1259.77423802,0.0430125,0.072575,0.0135125,0.05325,0.06035,0.189763997895,0.25475,0.05803125,0.11800625,0.0238125,0.09048125,0.1157375,0.125569217067,0.33709375,14.255,7.42333333333,15.2570588235,8.925
572,7.8,8.8,36,44.0,2014,950.487285889,60.8377241342,65.7860321164,-4.94830798213,1329.88277475,920.727925202,2053.74853362,78.9090572776,82.3029834384,-3.39392616077,1653.14352193,1177.82714758,0.04326875,0.0735625,0.01461875,0.058375,0.062225,0.163167123603,0.257925,0.057671875,0.116834375,0.02371875,0.090346875,0.11440625,0.121482066291,0.335465625,14.5575,7.55666666667,15.3208235294,9.0425
573,8.7,9.2,37,26.0,2014,1142.18343655,67.9938422882,65.9665051665,2.02733712173,371.196788347,1091.78553654,865.003097706,44.0742315263,78.2106358909,-34.1364043646,438.496911399,1150.79999722,0.043525,0.07455,0.015725,0.0635,0.0641,0.13657024931,0.2611,0.0573125,0.1156625,0.023625,0.0902125,0.113075,0.117394915515,0.3338375,14.86,7.69,15.3845882353,9.16
574,9.7,9.4,38,-10.0,2014,1353.58095051,75.3428943873,69.9595673673,5.38332701999,-849.621972232,878.324026854,831.570704363,51.3425924377,77.9370740542,-26.5944816165,-598.626970202,918.054537896,0.04378125,0.0755375,0.01683125,0.068625,0.065975,0.109973375018,0.264275,0.056953125,0.114490625,0.02353125,0.090078125,0.11174375,0.113307764739,0.332209375,15.1625,7.82333333333,15.4483529412,9.2775
575,11.7,9.9,39,-18.0,2014,1469.35848921,88.4791702042,76.632589493,11.8465807112,-735.346149804,818.281758078,1113.77540516,59.1212747025,83.5564104197,-24.4351357173,-1022.34948753,896.880098431,0.0440375,0.076525,0.0179375,0.07375,0.06785,0.0833765007262,0.26745,0.05659375,0.11331875,0.0234375,0.08994375,0.1104125,0.109220613964,0.33058125,15.465,7.95666666667,15.5121176471,9.395
576,13.9,10.9,40,-5.0,2014,1171.91882926,76.4077411132,72.1380771463,4.2696639669,-307.906666912,494.041195255,938.773643154,57.5953825437,79.2180814189,-21.6226988752,-743.846088889,404.008490923,0.04429375,0.0775125,0.01904375,0.078875,0.069725,0.0567796264341,0.270625,0.056234375,0.112146875,0.02334375,0.089809375,0.10908125,0.105133463188,0.328953125,15.7675,8.09,15.5758823529,9.5125
577,13.5,11.5,41,7.0,2014,887.971278985,78.181933282,70.3069373517,7.87499593029,70.0961632498,704.662320515,2503.83647171,153.277281504,103.11075432,50.1665271841,264.417660295,1381.51057489,0.04455,0.0785,0.02015,0.084,0.0716,0.030182752142,0.2738,0.055875,0.110975,0.02325,0.089675,0.10775,0.101046312412,0.327325,16.07,8.22333333333,15.6396470588,9.63
578,11.9,11.5,42,33.0,2014,1024.87341458,73.6812051023,67.8045575367,5.87664756559,714.983745579,532.589180114,3279.77840283,144.46326186,93.2901832512,51.1730786086,1866.83887429,1347.59884348,0.04480625,0.0794875,0.02125625,0.089125,0.073475,0.00358587784988,0.276975,0.055515625,0.109803125,0.02315625,0.089540625,0.10641875,0.0969591616357,0.325696875,16.59,8.35666666667,15.7034117647,9.7475
579,12.0,11.5,43,47.0,2014,988.013224487,67.5050526517,69.5720062288,-2.06695357716,1140.29868608,642.544255543,3389.30742597,125.617102647,98.3366556104,27.2804470367,1409.54252348,1384.13382575,0.0450625,0.080475,0.0223625,0.09425,0.07535,-0.0230109964422,0.28015,0.05515625,0.10863125,0.0230625,0.08940625,0.1050875,0.0928720108597,0.32406875,17.11,8.49,15.7671764706,9.865
580,14.9,12.0,44,60.0,2014,1109.33955631,79.6713850976,70.5855405426,9.08584455502,1834.43016728,586.095008103,4208.6342014,120.552552464,107.252804494,13.29974797,2317.90594059,1182.08481714,0.04531875,0.0814625,0.02346875,0.099375,0.077225,-0.0496078707343,0.283325,0.054796875,0.107459375,0.02296875,0.089271875,0.10375625,0.0887848600838,0.322440625,17.63,8.62333333333,15.8309411765,9.9825
581,14.2,12.4,45,27.0,2014,958.349389844,76.5866514791,72.4207625185,4.16588896066,736.133067553,415.417970571,3874.05490891,151.585103814,113.061690451,38.5234133628,1006.93768802,1150.04093364,0.045575,0.08245,0.024575,0.1045,0.0791,-0.0762047450265,0.2865,0.0544375,0.1062875,0.022875,0.0891375,0.102425,0.0846977093078,0.3208125,18.15,8.75666666667,15.8947058824,10.1
582,12.8,12.1,46,12.0,2014,1088.97199309,66.1855071543,72.1909976873,-6.00549053295,118.51287473,356.615094056,2002.68295396,70.2842646163,88.5650744766,-18.2808098603,214.194272839,726.307404177,0.04583125,0.0834375,0.02568125,0.109625,0.080975,-0.102801619319,0.289675,0.054078125,0.105115625,0.02278125,0.089003125,0.10109375,0.0806105585319,0.319184375,18.67,8.89,15.9584705882,10.2175
583,12.6,12.2,47,37.5,2014,1190.69986291,74.1792543593,72.4393415725,1.73991278676,2018.03928436,1104.54314533,2887.18999316,102.390968953,96.972457063,5.41851189013,2382.03392938,1985.07488601,0.0460875,0.084425,0.0267875,0.11475,0.08285,-0.129398493611,0.29285,0.05371875,0.10394375,0.0226875,0.08886875,0.0997625,0.0765234077559,0.31755625,19.19,9.02333333333,16.0222352941,10.335
584,10.3,11.6,48,63.0,2014,1350.84013861,73.3879785711,74.3574581571,-0.969479585937,1814.17973845,912.452018614,3577.56875132,99.1875959485,105.360817602,-6.17322165348,1820.35186369,2055.01353398,0.04634375,0.0854125,0.02789375,0.119875,0.084725,-0.155995367903,0.296025,0.053359375,0.102771875,0.02259375,0.088734375,0.09843125,0.0724362569799,0.315928125,19.71,9.15666666667,16.086,10.4525
585,12.2,11.5,49,57.0,2014,1231.63264467,72.1418250337,75.0209957908,-2.87917075705,1317.59891767,752.891637677,4633.22525134,100.134169224,108.620440076,-8.48627085173,1415.42227216,1796.36212388,0.0466,0.0864,0.029,0.125,0.0866,-0.182592242195,0.2992,0.053,0.1016,0.0225,0.0886,0.0971,0.068349106204,0.3143,20.23,9.29,16.1497647059,10.57
586,13.9,12.0,50,60.0,2014,1346.61629383,77.2504863454,76.123012342,1.12747400337,1770.22237017,999.687038686,2994.46828318,107.128838533,103.426321491,3.70251704164,1976.70573632,1969.7334084,0.0465,0.0873875,0.0295375,0.12765625,0.08938125,-0.186312781748,0.30478125,0.053125,0.1030625,0.02224375,0.08776875,0.09933125,0.0795852750842,0.31895625,20.12125,9.33166666667,16.2135294118,10.645
587,12.0,11.6,51,63.0,2014,1172.83291294,60.9300145902,75.6244653894,-14.6944507992,1985.61550697,745.319127804,2043.95390752,69.8017042764,74.1026087321,-4.30090445569,1113.48186355,1520.16204364,0.0464,0.088375,0.030075,0.1303125,0.0921625,-0.190033321301,0.3103625,0.05325,0.104525,0.0219875,0.0869375,0.1015625,0.0908214439644,0.3236125,20.0125,9.37333333333,16.2772941176,10.72
588,13.1,11.3,52,65.2,2014,1204.02664122,64.8209012498,76.2772526948,-11.4563514449,2773.90132967,809.294460362,2563.54400275,86.0018716299,82.3933905483,3.60848108158,2433.85755146,1775.3759876,0.0463,0.0893625,0.0306125,0.13296875,0.09494375,-0.193753860855,0.31594375,0.053375,0.1059875,0.02173125,0.08610625,0.10379375,0.102057612845,0.32826875,19.90375,9.415,16.3410588235,10.795
589,13.2,11.3,53,67.4,2014,1301.00305642,68.9642406382,79.0279317263,-10.0636910881,2606.23043263,792.453626205,5231.63214746,115.031252177,107.797835092,7.23341708447,1848.2369319,2197.26545717,0.0462,0.09035,0.03115,0.135625,0.097725,-0.197474400408,0.321525,0.0535,0.10745,0.021475,0.085275,0.106025,0.113293781725,0.332925,19.795,9.45666666667,16.4048235294,10.87
590,12.8,11.4,54,69.6,2014,1281.94349005,69.2953433665,78.8715966483,-9.57625328183,2558.41633418,829.941167036,4415.87082888,105.967685555,105.888883494,0.0788020615142,2763.56973739,1648.42970327,0.0461,0.0913375,0.0316875,0.13828125,0.10050625,-0.201194939961,0.32710625,0.053625,0.1089125,0.02121875,0.08444375,0.10825625,0.124529950605,0.33758125,19.68625,9.49833333333,16.4685882353,10.945
591,12.9,11.5,55,71.8,2014,1297.59853097,68.9726643701,79.317224737,-10.3445603669,2857.23213507,768.277875295,2562.91895246,70.3466581423,78.0762881582,-7.72963001591,2024.00320652,1344.73390224,0.046,0.092325,0.032225,0.1409375,0.1032875,-0.204915479514,0.3326875,0.05375,0.110375,0.0209625,0.0836125,0.1104875,0.135766119485,0.3422375,19.5775,9.54,16.5323529412,11.02
592,13.1,11.6,56,74.0,2014,1457.24021718,74.8447320267,83.0732686336,-8.2285366069,2456.73487934,863.279738877,5526.74242321,133.78843826,130.659713954,3.12872430533,2672.31969894,2153.57448868,0.0459,0.0933125,0.0327625,0.14359375,0.10606875,-0.208636019067,0.33826875,0.053875,0.1118375,0.02070625,0.08278125,0.11271875,0.147002288366,0.34689375,19.46875,9.58166666667,16.5961176471,11.095
593,12.8,12.0,57,4.0,2014,1566.82989814,83.085835274,86.3325334334,-3.24669815945,-145.606948506,720.196348253,2230.92338737,88.6033554488,113.899183144,-25.2958276949,-768.187175762,1710.29294589,0.0458,0.0943,0.0333,0.14625,0.10885,-0.212356558621,0.34385,0.054,0.1133,0.02045,0.08195,0.11495,0.158238457246,0.35155,19.36,9.62333333333,16.6598823529,11.17
594,13.5,12.1,58,34.0,2014,1508.79596127,78.2906797962,83.5513179035,-5.26063810734,868.122359615,869.700795236,1406.06563623,47.2848222272,87.3223298023,-40.037507575,244.518872418,1568.79852675,0.0457,0.0952875,0.0338375,0.14890625,0.11163125,-0.216077098174,0.34943125,0.054125,0.1147625,0.02019375,0.08111875,0.11718125,0.169474626126,0.35620625,19.25125,9.665,16.7236470588,11.245
595,12.7,12.3,59,8.0,2014,1536.00594528,81.1499861915,85.9796344559,-4.82964826446,78.2511685721,677.746057129,1279.30460328,35.6633738945,84.5188826955,-48.855508801,-346.958950308,1406.35763788,0.0456,0.096275,0.034375,0.1515625,0.1144125,-0.219797637727,0.3550125,0.05425,0.116225,0.0199375,0.0802875,0.1194125,0.180710795006,0.3608625,19.1425,9.70666666667,16.7874117647,11.32
596,13.8,12.3,60,73.0,2014,1622.29482422,82.2385632947,87.0421558363,-4.80359254155,2045.25794293,969.20254144,1364.76617478,54.8570967799,104.33259636,-49.4754995806,77.2273563076,2246.48920416,0.0455,0.0972625,0.0349125,0.15421875,0.11719375,-0.22351817728,0.36059375,0.054375,0.1176875,0.01968125,0.07945625,0.12164375,0.191946963886,0.36551875,19.03375,9.74833333333,16.8511764706,11.395
597,12.4,12.5,61,7.0,2014,1559.59303998,80.0604302142,87.0407250038,-6.98029478959,-72.0868788021,559.921809211,1618.02553488,61.8823201912,89.736345157,-27.8540249658,488.564133628,1170.44430687,0.0454,0.09825,0.03545,0.156875,0.119975,-0.227238716833,0.366175,0.0545,0.11915,0.019425,0.078625,0.123875,0.203183132767,0.370175,18.925,9.79,16.9149411765,11.47
598,11.3,12.1,62,6.0,2014,1673.56910193,73.0690863814,84.6234989238,-11.5544125424,150.228638773,528.99316175,1294.36113489,36.7188402615,70.6687571987,-33.9499169372,393.696531812,783.424425907,0.0453,0.0992375,0.0359875,0.15953125,0.12275625,-0.230959256387,0.37175625,0.054625,0.1206125,0.01916875,0.07779375,0.12610625,0.214419301647,0.37483125,18.81625,9.83166666667,16.9787058824,11.545
599,13.2,12.5,63,44.0,2014,1448.15208042,73.6976141567,86.1079232998,-12.4103091431,1101.18352586,688.019273952,2442.32875194,50.4380822085,76.4896285827,-26.0515463742,1170.63199171,1283.67012487,0.0452,0.100225,0.036525,0.1621875,0.1255375,-0.23467979594,0.3773375,0.05475,0.122075,0.0189125,0.0769625,0.1283375,0.225655470527,0.3794875,18.7075,9.87333333333,17.0424705882,11.62
600,15.5,13.0,64,51.0,2014,1642.45723752,84.248057493,90.9547981235,-6.7067406305,1262.29893896,725.07158204,2324.72840742,60.4800092027,84.8177428304,-24.3377336277,725.357124459,1106.35402263,0.0451,0.1012125,0.0370625,0.16484375,0.12831875,-0.238400335493,0.38291875,0.054875,0.1235375,0.01865625,0.07613125,0.13056875,0.236891639407,0.38414375,18.59875,9.915,17.1062352941,11.695
601,14.8,13.7,65,94.0,2014,2103.67984951,105.899311146,96.8189803251,9.08033082049,2105.56609656,1601.29928126,5136.38571202,130.409311518,140.881009663,-10.4716981455,2154.05055249,3035.22086368,0.045,0.1022,0.0376,0.1675,0.1311,-0.242120875046,0.3885,0.055,0.125,0.0184,0.0753,0.1328,0.248127808288,0.3888,18.49,9.95666666667,17.17,11.77
602,14.0,13.5,66,85.0,2014,2091.02610471,85.8571131511,92.484398497,-6.62728534588,2626.60739785,1144.08418586,5867.83083143,120.724803268,116.149967416,4.57483585152,2239.66001547,2552.71386594,0.0451375,0.10355,0.0370125,0.16383125,0.1329125,-0.22295779585,0.3922125,0.05435625,0.1245125,0.018825,0.07511875,0.1339625,0.247387752759,0.3924875,19.05,9.99833333333,17.4725,11.845
603,14.4,13.3,67,84.0,2014,1773.57571708,79.9648902497,91.7294932181,-11.7646029684,2719.20017434,960.949009886,3992.68459031,76.2037360719,90.7178892982,-14.5141532262,1684.11627431,1866.16824931,0.045275,0.1049,0.036425,0.1601625,0.134725,-0.203794716654,0.395925,0.0537125,0.124025,0.01925,0.0749375,0.135125,0.246647697231,0.396175,19.61,10.04,17.775,11.92
