,avg_air_temp,avg_soil_temp,doy,net_rad,year,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,mb_ch4_gf,mb_co2_gf,mb_er,mb_gpp,mb_h,mb_le,wp_bnd1,wp_bnd2,wp_bnd3,wp_bnd7,wp_evi,wp_lswi,wp_ndvi,mb_bnd1,mb_bnd2,mb_bnd3,mb_bnd7,mb_evi,mb_lswi,mb_ndvi,wp_LST.day,wp_LST.night,mb_LST.day,mb_LST.night
175,4.9,7.7,4,31.0,2013,1271.84831071,50.683206631,62.6910915507,-12.0078849198,1526.10178112,472.953604895,1039.89227483,42.6706217094,76.7281166484,-34.057494939,1421.00185076,649.176194369,0.0507625,0.127725,0.02501875,0.13655,0.15465625,-0.0320809149645,0.43230625,0.03573125,0.10666875,0.01485625,0.07104375,0.14660625,0.200687856232,0.498125,8.42285714286,1.14,10.5186666667,2.875
176,4.6,7.8,5,2.0,2013,1249.91755418,52.935968551,61.561806412,-8.62583786097,389.085296786,345.729525432,1111.82805001,43.2943363267,72.0220568307,-28.727720504,323.971416188,433.680238032,0.05155,0.1286,0.024925,0.1348,0.154075,-0.0219178029426,0.429075,0.035975,0.106425,0.014875,0.071525,0.145475,0.196397367632,0.4947,8.46428571429,1.078,10.518,2.83
177,6.7,8.3,6,-11.0,2013,1214.44590065,55.6900906879,61.0375508375,-5.34746014953,-188.841544418,228.503047793,1948.58127388,83.8311963473,73.9278052255,9.90339112177,-769.535150706,765.766481459,0.0523375,0.129475,0.02483125,0.13305,0.15349375,-0.0117546909207,0.42584375,0.03621875,0.10618125,0.01489375,0.07200625,0.14434375,0.192106879031,0.491275,8.50571428571,1.016,10.5173333333,2.785
178,7.5,8.4,7,10.5,2013,1213.43327799,60.6609383559,61.2361711085,-0.57523275255,1075.14301027,219.04463478,1340.44456347,53.9798804199,79.2801760212,-25.3002956014,132.946574648,270.793725911,0.053125,0.13035,0.0247375,0.1313,0.1529125,-0.00159157889871,0.4226125,0.0364625,0.1059375,0.0149125,0.0724875,0.1432125,0.18781639043,0.48785,8.54714285714,0.954,10.5166666667,2.74
179,5.8,8.4,8,32.0,2013,1191.10564243,49.3177357678,61.1703568412,-11.8526210734,1545.24124676,335.423646844,1047.73216195,23.4171220873,74.5536795227,-51.1365574353,1306.97345833,488.931362783,0.0539125,0.131225,0.02464375,0.12955,0.15233125,0.00857153312323,0.41938125,0.03670625,0.10569375,0.01493125,0.07296875,0.14208125,0.18352590183,0.484425,8.58857142857,0.892,10.516,2.695
180,6.3,8.5,9,3.0,2013,1287.39374896,55.1240290288,61.9586204314,-6.83459140258,-308.142804019,454.354353082,1332.68682812,40.9950669705,92.4754956765,-51.480428706,-595.217807956,812.38972952,0.0547,0.1321,0.02455,0.1278,0.15175,0.0187346451452,0.41615,0.03695,0.10545,0.01495,0.07345,0.14095,0.179235413229,0.481,8.63,0.83,10.5153333333,2.65
181,5.6,8.4,10,28.0,2013,1358.80056019,41.3191332093,60.626627932,-19.3074947227,646.751771646,630.728795378,1752.89010335,88.5512257029,96.9720726278,-8.42084692496,616.260155088,1416.58590743,0.0554875,0.132975,0.02445625,0.12605,0.15116875,0.0288977571671,0.41291875,0.03719375,0.10520625,0.01496875,0.07393125,0.13981875,0.174944924629,0.477575,8.9825,1.0525,10.5146666667,2.605
182,4.5,7.9,11,15.0,2013,1270.64938931,46.6283393813,61.4390320085,-14.8106926272,589.071240257,401.546104793,1357.55809701,99.9250700589,84.9975065984,14.9275634605,-93.5131045137,485.339184157,0.056275,0.13385,0.0243625,0.1243,0.1505875,0.039060869189,0.4096875,0.0374375,0.1049625,0.0149875,0.0744125,0.1386875,0.170654436028,0.47415,9.335,1.275,10.514,2.56
183,4.4,7.6,12,24.0,2013,1301.94180727,48.4264305719,59.5767971195,-11.1503665477,852.420161276,785.685372403,1202.08151903,61.7077060957,69.8471235692,-8.13941747356,961.086170577,1242.8048409,0.0570625,0.134725,0.02426875,0.12255,0.15000625,0.049223981211,0.40645625,0.03768125,0.10471875,0.01500625,0.07489375,0.13755625,0.166363947428,0.470725,9.6875,1.4975,10.5133333333,2.515
184,2.6,7.0,13,20.0,2013,1343.37167944,47.9760226838,59.0968751935,-11.1208525097,355.407090948,922.57097164,934.174522954,49.4610123536,71.0589895012,-21.5979771476,526.305029134,1459.20921863,0.05785,0.1356,0.024175,0.1208,0.149425,0.0593870932329,0.403225,0.037925,0.104475,0.015025,0.075375,0.136425,0.162073458827,0.4673,10.04,1.72,10.5126666667,2.47
185,3.6,6.6,14,27.0,2013,1346.7343594,48.6881384157,59.7039226209,-11.0157842052,819.43879816,943.541383658,900.916234923,63.1668433821,72.2779603536,-9.11111697154,1187.05808687,1595.08614542,0.0586375,0.136475,0.02408125,0.11905,0.14884375,0.0695502052549,0.39999375,0.03816875,0.10423125,0.01504375,0.07585625,0.13529375,0.157782970226,0.463875,10.3925,1.9425,10.512,2.425
186,2.9,6.4,15,32.0,2013,1297.27933921,47.3316222059,61.8771617589,-14.545539553,1567.89523305,554.268428197,954.166033627,38.506848415,72.9137801692,-34.4069317542,1459.84045975,719.54994929,0.059425,0.13735,0.0239875,0.1173,0.1482625,0.0797133172768,0.3967625,0.0384125,0.1039875,0.0150625,0.0763375,0.1341625,0.153492481626,0.46045,10.745,2.165,10.5113333333,2.38
187,4.0,6.4,16,33.0,2013,1233.3619662,44.8143462062,61.4785156695,-16.6641694633,1712.9351967,456.548798928,749.071489023,31.5071630313,73.7662844181,-42.2591213868,1440.92361867,651.509013486,0.0602125,0.138225,0.02389375,0.11555,0.14768125,0.0898764292987,0.39353125,0.03865625,0.10374375,0.01508125,0.07681875,0.13303125,0.149201993025,0.457025,11.0975,2.3875,10.5106666667,2.335
188,4.7,6.5,17,38.0,2013,1207.27855367,40.6838939711,61.2951011619,-20.6112071908,1887.84191492,402.361061449,817.211728829,28.9658743848,74.8597018527,-45.893827468,1229.99135908,516.310713649,0.061,0.1391,0.0238,0.1138,0.1471,0.100039541321,0.3903,0.0389,0.1035,0.0151,0.0773,0.1319,0.144911504425,0.4536,11.45,2.61,10.51,2.29
189,5.7,6.6,18,35.0,2013,1210.6106645,43.4153855662,62.1118640891,-18.6964785228,1978.04440091,358.848274002,993.70306004,44.7659980675,73.3814320456,-28.6154339782,1699.69754248,776.603041681,0.0615,0.14034375,0.0240875,0.11528125,0.14824375,0.0983191104603,0.390575,0.039175,0.10303125,0.01535625,0.07738125,0.13045,0.142083057735,0.44889375,11.7825,2.8325,10.67625,2.71
190,5.7,6.7,19,35.0,2013,1215.37731188,44.5495566952,62.6455389653,-18.0959822701,2045.483481,380.26259337,958.117962922,45.1052358655,74.3968865657,-29.2916507001,1641.301125,789.579122356,0.062,0.1415875,0.024375,0.1167625,0.1493875,0.0965986795999,0.39085,0.03945,0.1025625,0.0156125,0.0774625,0.129,0.139254611045,0.4441875,12.115,3.055,10.8425,3.13
191,6.1,6.7,20,37.0,2013,1182.56984448,40.662756122,62.1646423559,-21.5018862339,2075.59430208,264.256751678,988.166964205,45.0219143087,72.6376654219,-27.6157511132,1500.91816482,913.406436331,0.0625,0.14283125,0.0246625,0.11824375,0.15053125,0.0948782487396,0.391125,0.039725,0.10209375,0.01586875,0.07754375,0.12755,0.136426164355,0.43948125,12.4475,3.2775,11.00875,3.55
192,5.9,6.8,21,38.0,2013,1185.78722271,40.2302484633,61.8653418015,-21.6350933382,2007.63295372,322.290740571,678.409404193,31.3142232646,72.5927954223,-41.2785721577,941.633241897,506.037560514,0.063,0.144075,0.02495,0.119725,0.151675,0.0931578178792,0.3914,0.04,0.101625,0.016125,0.077625,0.1261,0.133597717666,0.434775,12.78,3.5,11.175,3.97
193,6.7,6.9,22,39.0,2013,1185.44069656,42.3721077311,61.6858026561,-19.313694925,1674.24357293,199.283422102,1013.95817595,41.383116984,69.9039682405,-28.5208512566,1452.25153521,775.992039936,0.0635,0.14531875,0.0252375,0.12120625,0.15281875,0.0914373870188,0.391675,0.040275,0.10115625,0.01638125,0.07770625,0.12465,0.130769270976,0.43006875,13.1125,3.7225,11.34125,4.39
194,7.6,7.5,23,-11.0,2013,1152.11356525,51.3712093298,60.6202948714,-9.24908554154,103.668923673,-67.0938086436,1108.72941735,51.5897749815,70.6128471922,-19.0230722107,-133.226558346,265.184215286,0.064,0.1465625,0.025525,0.1226875,0.1539625,0.0897169561585,0.39195,0.04055,0.1006875,0.0166375,0.0777875,0.1232,0.127940824286,0.4253625,13.445,3.945,11.5075,4.81
195,9.5,8.2,24,-5.0,2013,1135.78006286,50.6680821131,61.9709397148,-11.3028576017,549.125414263,-230.995008198,823.839257778,37.9459048552,69.6157521807,-31.6698473254,341.510964491,122.672059126,0.0645,0.14780625,0.0258125,0.12416875,0.15510625,0.0879965252981,0.392225,0.040825,0.10021875,0.01689375,0.07786875,0.12175,0.125112377596,0.42065625,13.7775,4.1675,11.67375,5.23
196,11.7,9.1,25,25.0,2013,1157.60819524,52.0615653345,65.1506391563,-13.0890738218,1626.29957005,-238.325452941,1198.74577646,57.7644220345,71.6478370491,-13.8834150147,1209.53496553,363.542357872,0.065,0.14905,0.0261,0.12565,0.15625,0.0862760944377,0.3925,0.0411,0.09975,0.01715,0.07795,0.1203,0.122283930907,0.41595,14.11,4.39,11.84,5.65
197,10.6,9.7,26,44.0,2013,1421.24683028,57.1239020595,68.4492520556,-11.3253499961,1125.6798466,668.847262912,2644.42303699,134.830667894,113.487058648,21.3436092461,449.984722386,1267.24250736,0.0655,0.15029375,0.0263875,0.12713125,0.15739375,0.0845556635774,0.392775,0.041375,0.09928125,0.01740625,0.07803125,0.11885,0.119455484217,0.41124375,14.1825,4.4525,12.00625,5.9075
198,7.6,9.2,27,42.0,2013,1425.36883818,55.5835663723,62.0497350508,-6.46616867842,1199.3988277,674.091796495,1838.20862013,92.0685458316,93.9469430037,-1.878397172,1238.99371521,1666.45452669,0.066,0.1515375,0.026675,0.1286125,0.1585375,0.082835232717,0.39305,0.04165,0.0988125,0.0176625,0.0781125,0.1174,0.116627037527,0.4065375,14.255,4.515,12.1725,6.165
199,8.2,8.8,28,44.0,2013,1507.40123649,55.3720803073,64.0234885089,-8.65140820153,1282.02491913,500.082748048,1622.26507738,80.8148930987,94.3797855944,-13.5648924958,956.524443017,1391.07601735,0.0665,0.15278125,0.0269625,0.13009375,0.15968125,0.0811148018566,0.393325,0.041925,0.09834375,0.01791875,0.07819375,0.11595,0.113798590837,0.40183125,14.3275,4.5775,12.33875,6.4225
200,9.0,8.9,29,42.0,2013,1703.51096255,56.4146905671,67.6627530377,-11.2480624706,1062.91898516,352.012105832,1853.45199144,90.6859081574,96.3872100149,-5.70130185751,398.444643321,1252.95109506,0.067,0.154025,0.02725,0.131575,0.160825,0.0793943709963,0.3936,0.0422,0.097875,0.018175,0.078275,0.1145,0.110970144147,0.397125,14.4,4.64,12.505,6.68
201,8.2,8.8,30,47.0,2013,1377.90965476,53.4423458592,68.6068642039,-15.1645183447,2095.34506811,240.250754979,1123.99712877,59.4118280995,70.3827535927,-10.9709254932,1712.87368648,914.126402736,0.0675,0.15526875,0.0275375,0.13305625,0.16196875,0.0776739401359,0.393875,0.042475,0.09740625,0.01843125,0.07835625,0.11305,0.108141697458,0.39241875,14.4725,4.7025,12.67125,6.9375
202,8.4,8.9,31,50.0,2013,1388.70088354,54.4034795934,68.9029995976,-14.4995200043,2243.64581952,270.281673899,1245.95591062,53.7279998868,68.2363121409,-14.5083122541,1269.77512083,737.421382083,0.068,0.1565125,0.027825,0.1345375,0.1631125,0.0759535092755,0.39415,0.04275,0.0969375,0.0186875,0.0784375,0.1116,0.105313250768,0.3877125,14.545,4.765,12.8375,7.195
203,9.2,9.0,32,46.0,2013,1291.45883119,50.2732628007,66.4051133131,-16.1318505124,2206.00737986,171.369035154,1148.27986591,46.832156644,70.9201997658,-24.0880431217,1795.15391826,787.850012878,0.0685,0.15775625,0.0281125,0.13601875,0.16425625,0.0742330784152,0.394425,0.043025,0.09646875,0.01894375,0.07851875,0.11015,0.102484804078,0.38300625,14.6175,4.8275,13.00375,7.4525
204,9.2,9.1,33,21.0,2013,1167.64264951,46.0624248902,63.842713357,-17.7802884668,939.405013367,-125.356744515,1474.58670268,61.8366306724,74.8324074487,-12.9957767763,786.124609762,620.674678409,0.069,0.159,0.0284,0.1375,0.1654,0.0725126475548,0.3947,0.0433,0.096,0.0192,0.0786,0.1087,0.0996563573883,0.3783,14.69,4.89,13.17,7.71
205,10.3,9.4,34,49.0,2013,1350.83593871,42.2673008446,62.2579155733,-19.9906147287,1745.0955331,213.596903695,3087.60002433,156.193948168,106.723914717,49.4700334512,1560.58012035,1628.05288754,0.0684,0.1581125,0.028925,0.1388875,0.16595,0.0649223148002,0.39616875,0.043325,0.09578125,0.0190875,0.07796875,0.10813125,0.102744605238,0.37704375,15.0025,4.6475,13.265,7.4125
206,8.9,9.6,35,51.0,2013,1176.67930033,43.7193614095,62.7671486982,-19.0477872888,1724.54179882,62.6320647688,2788.90499027,111.791975947,88.9171951609,22.8747807858,2062.95286946,1005.00188633,0.0678,0.157225,0.02945,0.140275,0.1665,0.0573319820456,0.3976375,0.04335,0.0955625,0.018975,0.0773375,0.1075625,0.105832853087,0.3757875,15.315,4.405,13.36,7.115
207,9.7,9.7,36,33.0,2013,1425.40221717,45.134661935,61.2924393589,-16.1577774238,536.587579274,538.457969801,1849.36961902,112.565806574,112.51900062,0.0468059544006,547.545193375,929.537434373,0.0672,0.1563375,0.029975,0.1416625,0.16705,0.049741649291,0.39910625,0.043375,0.09534375,0.0188625,0.07670625,0.10699375,0.108921100937,0.37453125,15.6275,4.1625,13.455,6.8175
208,9.0,9.8,37,53.0,2013,1267.22646929,37.1808537291,62.2299047376,-25.0490510084,1643.2293921,291.369771628,3055.81957945,107.98257902,91.9317638217,16.0508151988,1650.08829684,1550.56179677,0.0666,0.15545,0.0305,0.14305,0.1676,0.0421513165364,0.400575,0.0434,0.095125,0.01875,0.076075,0.106425,0.112009348787,0.373275,15.94,3.92,13.55,6.52
209,7.3,9.6,38,34.0,2013,1347.07710242,47.9709547901,61.4815678414,-13.5106130513,1235.39080769,510.660089189,1358.02221739,55.9360649427,81.8012723187,-25.865207376,697.097997045,1216.0882265,0.066,0.1545625,0.031025,0.1444375,0.16815,0.0345609837818,0.40204375,0.043425,0.09490625,0.0186375,0.07544375,0.10585625,0.115097596636,0.37201875,16.2525,3.6775,13.645,6.2225
210,10.2,9.2,39,40.6666666667,2013,1470.90203461,48.9326275743,60.7828981574,-11.850270583,1027.21264003,849.83676526,2016.59597216,42.3683891229,81.5892953328,-39.2209062099,674.936454728,1660.77030216,0.0654,0.153675,0.03155,0.145825,0.1687,0.0269706510272,0.4035125,0.04345,0.0946875,0.018525,0.0748125,0.1052875,0.118185844486,0.3707625,16.565,3.435,13.74,5.925
211,8.0,9.0,40,47.3333333333,2013,1451.14592708,46.1749530101,63.4747254229,-17.2997724127,1839.00104347,702.697008578,1260.44942999,59.3318328531,76.8846158942,-17.5527830411,1153.25374235,1488.08281068,0.0648,0.1527875,0.032075,0.1472125,0.16925,0.0193803182726,0.40498125,0.043475,0.09446875,0.0184125,0.07418125,0.10471875,0.121274092335,0.36950625,16.8775,3.1925,13.835,5.6275
212,6.7,8.5,41,54.0,2013,1421.6187803,48.0688505453,65.7832712298,-17.7144206845,2266.61350846,651.649935351,1630.88153047,60.0637581113,72.6768684243,-12.613110313,1881.05952307,1640.24825701,0.0642,0.1519,0.0326,0.1486,0.1698,0.011789985518,0.40645,0.0435,0.09425,0.0183,0.07355,0.10415,0.124362340185,0.36825,17.19,2.95,13.93,5.33
213,7.8,8.5,42,57.0,2013,1317.5544702,41.9212588836,64.6890690265,-22.7678101429,2505.64843424,486.701609056,939.720363884,50.9270415397,68.8234275701,-17.8963860304,1884.81746083,1356.79882911,0.0636,0.1510125,0.033125,0.1499875,0.17035,0.00419965276336,0.40791875,0.043525,0.09403125,0.0181875,0.07291875,0.10358125,0.127450588034,0.36699375,17.0225,3.1025,13.905,5.6125
214,7.2,8.5,43,60.0,2013,1235.88094308,38.3538051568,62.9579098331,-24.6041046763,2599.72667915,468.180228267,1367.86869561,57.88281061,71.0638751956,-13.1810645855,1829.85516615,1280.71883479,0.063,0.150125,0.03365,0.151375,0.1709,-0.00339067999125,0.4093875,0.04355,0.0938125,0.018075,0.0722875,0.1030125,0.130538835884,0.3657375,16.855,3.255,13.88,5.895
215,8.7,8.6,44,60.0,2013,1169.38283642,37.7622770904,65.2826217629,-27.5203446725,2750.65585478,276.398701245,1892.85913648,63.0106410542,78.192043544,-15.1814024898,2646.87913464,1302.62847892,0.0624,0.1492375,0.034175,0.1527625,0.17145,-0.0109810127459,0.41085625,0.043575,0.09359375,0.0179625,0.07165625,0.10244375,0.133627083734,0.36448125,16.6875,3.4075,13.855,6.1775
216,10.2,8.9,45,60.0,2013,1174.30493336,38.7011378855,65.93288411,-27.2317462245,2776.45254031,274.620906208,1053.49899209,69.3829597068,71.4069170168,-2.02395731006,1479.78507424,1287.23587981,0.0618,0.14835,0.0347,0.15415,0.172,-0.0185713455005,0.412325,0.0436,0.093375,0.01785,0.071025,0.101875,0.136715331583,0.363225,16.52,3.56,13.83,6.46
217,10.6,9.2,46,62.0,2013,1168.03324197,41.7940574697,67.6618292245,-25.8677717548,2809.72238544,170.407519193,1346.78451759,53.1923432502,71.4592392746,-18.2668960244,2053.60266615,1031.29699143,0.0612,0.1474625,0.035225,0.1555375,0.17255,-0.0261616782551,0.41379375,0.043625,0.09315625,0.0177375,0.07039375,0.10130625,0.139803579433,0.36196875,16.3525,3.7125,13.805,6.7425
218,10.3,9.5,47,54.0,2013,1148.57446972,42.2027356581,67.8092757517,-25.6065400937,2171.91327134,109.929889396,1494.57110725,50.9131552422,70.9367242266,-20.0235689844,1301.77179386,914.169687163,0.0606,0.146575,0.03575,0.156925,0.1731,-0.0337520110097,0.4152625,0.04365,0.0929375,0.017625,0.0697625,0.1007375,0.142891827282,0.3607125,16.185,3.865,13.78,7.025
219,11.0,9.6,48,64.0,2013,1299.10713533,44.1185032973,68.6348500686,-24.5163467713,2511.33522288,323.863016671,4395.46003635,99.3041310495,102.522220386,-3.21808933603,975.8968131,1900.91995286,0.06,0.1456875,0.036275,0.1583125,0.17365,-0.0413423437643,0.41673125,0.043675,0.09271875,0.0175125,0.06913125,0.10016875,0.145980075132,0.35945625,16.0175,4.0175,13.755,7.3075
220,8.3,9.4,49,59.0,2013,1543.138319,51.7278039016,70.5881708874,-18.8603669859,2124.88496521,980.830869064,1977.7030877,-37.8369273739,109.251667613,-147.088594987,2013.84080627,915.984921156,0.0594,0.1448,0.0368,0.1597,0.1742,-0.0489326765189,0.4182,0.0437,0.0925,0.0174,0.0685,0.0996,0.149068322981,0.3582,15.85,4.17,13.73,7.59
221,6.6,9.3,50,-2.0,2013,1600.6039633,49.2418295373,60.7444078419,-11.5025783045,-223.440638386,822.846189197,1567.85424414,35.0170062138,85.907272448,-50.8902662341,-348.997870293,1728.80470855,0.06071875,0.14874375,0.0367625,0.15981875,0.17733125,-0.0380428551431,0.41966875,0.04348125,0.0929875,0.01765625,0.06886875,0.10133125,0.149017437168,0.36254375,16.3575,4.3225,13.96,7.7925
222,8.1,8.8,51,21.6666666667,2013,1600.60184524,49.3817097411,70.5464107743,-21.1647010332,2168.04574815,816.949705116,2650.27981159,55.6364933134,103.38138981,-47.7448964963,1364.60907358,2786.69387047,0.0620375,0.1526875,0.036725,0.1599375,0.1804625,-0.0271530337673,0.4211375,0.0432625,0.093475,0.0179125,0.0692375,0.1030625,0.148966551355,0.3668875,16.865,4.475,14.19,7.995
223,8.3,8.9,52,45.3333333333,2013,1617.80602132,53.9034340509,71.575694286,-17.6722602351,2445.74407086,745.106810549,1908.33584906,31.7995811969,85.9677473563,-54.1681661594,1646.52258211,1796.6804015,0.06335625,0.15663125,0.0366875,0.16005625,0.18359375,-0.0162632123915,0.42260625,0.04304375,0.0939625,0.01816875,0.06960625,0.10479375,0.148915665542,0.37123125,17.3725,4.6275,14.42,8.1975
224,10.0,8.9,53,69.0,2013,1725.94177691,57.7334583195,80.2027702862,-22.4693119668,2696.17081057,695.790122721,2756.1102977,72.4483223744,101.335679079,-28.8873567047,2040.18303887,2308.03403829,0.064675,0.160575,0.03665,0.160175,0.186725,-0.00537339101568,0.424075,0.042825,0.09445,0.018425,0.069975,0.106525,0.148864779729,0.375575,17.88,4.78,14.65,8.4
225,10.9,9.5,54,71.4,2013,2254.55201501,64.025206952,88.4960384219,-24.4708314699,1717.74902014,1131.76966771,1255.30102075,60.1598675993,103.137588387,-42.9777207875,622.016193303,2512.90721389,0.06599375,0.16451875,0.0366125,0.16029375,0.18985625,0.00551643036011,0.42554375,0.04260625,0.0949375,0.01868125,0.07034375,0.10825625,0.148813893916,0.37991875,18.3875,4.9325,14.88,8.6025
226,10.0,9.3,55,73.8,2013,1905.63960754,56.7710034596,80.4002749411,-23.6292714815,2211.71837965,1067.12731808,1162.02480638,46.5889448168,85.5442251768,-38.95528036,749.452498287,2484.36957609,0.0673125,0.1684625,0.036575,0.1604125,0.1929875,0.0164062517359,0.4270125,0.0423875,0.095425,0.0189375,0.0707125,0.1099875,0.148763008103,0.3842625,18.895,5.085,15.11,8.805
227,8.4,8.9,56,76.2,2013,1603.45805814,53.3781476584,76.0600621098,-22.6819144514,2936.77357991,647.380259282,2184.08686581,49.3776934083,88.0107350115,-38.6330416032,2490.19905588,1903.23297093,0.06863125,0.17240625,0.0365375,0.16053125,0.19611875,0.0272960731117,0.42848125,0.04216875,0.0959125,0.01919375,0.07108125,0.11171875,0.148712122289,0.38860625,19.4025,5.2375,15.34,9.0075
228,11.3,9.0,57,78.6,2013,1903.08249292,57.9012519036,83.369911622,-25.4686597185,2671.35676851,886.601700181,2618.63408938,80.8969622983,96.3606309022,-15.463668604,-3.57352247491,2679.59748214,0.06995,0.17635,0.0365,0.16065,0.19925,0.0381858944875,0.42995,0.04195,0.0964,0.01945,0.07145,0.11345,0.148661236476,0.39295,19.91,5.39,15.57,9.21
229,9.9,9.0,58,81.0,2013,1372.99118352,43.3709233554,75.319161847,-31.9482384915,3011.17472273,619.354453026,2334.62816884,83.3901282851,85.1772417814,-1.78711349625,2146.9889303,2077.15004949,0.07126875,0.18029375,0.0364625,0.16076875,0.20238125,0.0490757158633,0.43141875,0.04173125,0.0968875,0.01970625,0.07181875,0.11518125,0.148610350663,0.39729375,20.175,5.48,15.8,9.315
230,13.1,9.6,59,82.0,2013,1244.89249207,43.6496218191,77.2046214332,-33.5549996141,2913.18851508,333.167447749,4185.00313683,149.7089642,121.397084013,28.3118801876,2098.77949353,1965.37750852,0.0725875,0.1842375,0.036425,0.1608875,0.2055125,0.0599655372391,0.4328875,0.0415125,0.097375,0.0199625,0.0721875,0.1169125,0.14855946485,0.4016375,20.44,5.57,16.03,9.42
231,13.2,10.3,60,69.5,2013,1261.90799935,45.4454425445,76.9175103719,-31.4720678275,3386.7645743,354.211478636,2327.52489747,86.3608902753,77.6011180865,8.75977218879,2578.56021102,1573.2717199,0.07390625,0.18818125,0.0363875,0.16100625,0.20864375,0.0708553586149,0.43435625,0.04129375,0.0978625,0.02021875,0.07255625,0.11864375,0.148508579037,0.40598125,20.705,5.66,16.26,9.525
232,13.6,10.6,61,57.0,2013,1115.35209441,44.893254229,74.7616061639,-29.8683519349,2041.71960792,167.774331853,2222.28988027,65.422126962,83.1851715236,-17.7630445616,1524.48378299,1472.58914815,0.075225,0.192125,0.03635,0.161125,0.211775,0.0817451799907,0.435825,0.041075,0.09835,0.020475,0.072925,0.120375,0.148457693224,0.410325,20.97,5.75,16.49,9.63
233,14.0,11.4,62,84.0,2013,1265.49985184,46.3554061307,77.0305691005,-30.6751629698,2671.87818865,516.82649404,4705.74530195,160.972720481,138.388538015,22.5841824661,2671.93396369,3189.47893756,0.07654375,0.19606875,0.0363125,0.16124375,0.21490625,0.0926350013665,0.43729375,0.04085625,0.0988375,0.02073125,0.07329375,0.12210625,0.148406807411,0.41466875,21.235,5.84,16.72,9.735
234,10.6,11.5,63,87.0,2013,1339.22931991,42.2554452282,71.1094643913,-28.8540191631,3106.08398807,475.666621266,4024.14920056,140.826820869,125.059931442,15.7668894274,3566.43724368,2611.94062849,0.0778625,0.2000125,0.036275,0.1613625,0.2180375,0.103524822742,0.4387625,0.0406375,0.099325,0.0209875,0.0736625,0.1238375,0.148355921598,0.4190125,21.5,5.93,16.95,9.84
235,10.8,11.3,64,87.0,2013,1586.85413462,49.8309093068,74.5844759234,-24.7535666166,2651.7281267,887.15311493,2709.96213865,67.3638049177,116.708037469,-49.3442325516,2988.59859297,2410.84403093,0.07918125,0.20395625,0.0362375,0.16148125,0.22116875,0.114414644118,0.44023125,0.04041875,0.0998125,0.02124375,0.07403125,0.12556875,0.148305035785,0.42335625,21.765,6.02,17.18,9.945
236,10.7,11.4,65,53.0,2013,1536.0312707,55.3322818403,75.9696302389,-20.6373483986,1055.07888867,750.565177239,2134.7692151,-28.1686139739,101.177508829,-129.346122803,1020.03827007,2296.88166975,0.0805,0.2079,0.0362,0.1616,0.2243,0.125304465494,0.4417,0.0402,0.1003,0.0215,0.0744,0.1273,0.148254149971,0.4277,22.03,6.11,17.41,10.05
237,9.0,10.9,66,88.0,2013,1225.56409354,38.859820104,68.3892242966,-29.5294041926,3047.71076585,891.893344253,1832.38257051,28.0974114382,70.9908133056,-42.8934018674,2626.38237921,1899.9172703,0.08120625,0.2112375,0.0372375,0.16464375,0.22898125,0.124231842253,0.44409375,0.040775,0.10306875,0.02166875,0.0754625,0.13115,0.153077248649,0.4316375,22.2325,6.1725,17.5175,10.183125
238,10.7,11.0,67,68.0,2013,1783.64350377,56.3457474325,75.509562393,-19.1638149605,2764.91600864,1055.01313728,3364.64494418,46.7056115817,121.316711432,-74.6110998498,1845.21972349,2396.51023813,0.0819125,0.214575,0.038275,0.1676875,0.2336625,0.123159219012,0.4464875,0.04135,0.1058375,0.0218375,0.076525,0.135,0.157900347327,0.435575,22.435,6.235,17.625,10.31625
239,11.7,10.9,68,81.0,2013,1551.53976444,51.2483264137,78.4959291827,-27.2476027689,3116.01185612,850.823173652,3315.2721293,72.5030946191,102.440087474,-29.9369928548,837.808522103,2497.33093484,0.08261875,0.2179125,0.0393125,0.17073125,0.23834375,0.122086595771,0.44888125,0.041925,0.10860625,0.02200625,0.0775875,0.13885,0.162723446004,0.4395125,22.6375,6.2975,17.7325,10.449375
240,10.3,10.7,69,94.0,2013,1576.50995446,46.5910099353,78.981294294,-32.3902843586,3248.5759221,814.032581581,2540.94401813,57.3989443667,78.1203948956,-20.7214505289,2279.42795926,2286.13449679,0.083325,0.22125,0.04035,0.173775,0.243025,0.12101397253,0.451275,0.0425,0.111375,0.022175,0.07865,0.1427,0.167546544682,0.44345,22.84,6.36,17.84,10.5825
241,12.0,10.7,70,98.0,2013,1632.70071012,50.6610731543,84.0528373215,-33.3917641673,3605.42525323,694.630194727,3073.43281075,56.6190040224,88.8506415453,-32.2316375229,2319.04928244,2274.44720531,0.08403125,0.2245875,0.0413875,0.17681875,0.24770625,0.119941349289,0.45366875,0.043075,0.11414375,0.02234375,0.0797125,0.14655,0.17236964336,0.4473875,23.0425,6.4225,17.9475,10.715625
242,17.8,11.4,71,99.0,2013,1373.83376195,48.4946479073,83.8967907891,-35.4021428818,3828.69678863,578.806084378,3951.83781928,60.7119249302,94.9865542249,-34.2746292947,2734.63468423,2347.3633913,0.0847375,0.227925,0.042425,0.1798625,0.2523875,0.118868726048,0.4560625,0.04365,0.1169125,0.0225125,0.080775,0.1504,0.177192742037,0.451325,23.245,6.485,18.055,10.84875
