"YR","DOY","LST.day","LST.night","QC.day","QC.night"
2001,1,NA,1.51000000000005,65,0
2001,9,NA,NA,65,65
2001,17,12.85,0.930000000000007,0,0
2001,25,NA,1.83000000000004,65,0
2001,33,14.53,4.29000000000002,0,0
2001,41,13.77,1.09000000000003,0,0
2001,49,13.17,NA,0,65
2001,57,NA,3.19000000000005,65,0
2001,65,17.89,7.21000000000004,0,0
2001,73,20.49,11.39,0,0
2001,81,21.73,NA,0,65
2001,89,22.93,NA,0,65
2001,97,18.79,NA,0,65
2001,105,NA,NA,65,65
2001,113,26.1300000000001,11.59,0,0
2001,121,27.95,13.35,0,0
2001,129,29.01,NA,0,65
2001,137,29.81,17.0700000000001,0,0
2001,145,29.71,16.71,0,0
2001,153,28.99,NA,0,65
2001,161,28.77,NA,0,65
2001,177,NA,NA,2,2
2001,185,29.0700000000001,NA,0,65
2001,193,28.71,14.31,0,0
2001,201,27.51,15.17,0,0
2001,209,28.61,15.47,0,0
2001,217,30.79,16.71,0,0
2001,225,30.01,15.95,0,0
2001,233,30.39,17.61,0,0
2001,241,30.35,16.77,0,0
2001,249,34.27,15.47,0,0
2001,257,27.73,14.73,0,0
2001,265,25.47,13.6300000000001,0,0
2001,273,NA,14.67,65,0
2001,281,NA,12.0700000000001,65,0
2001,289,25.89,12.37,0,0
2001,297,NA,NA,65,65
2001,305,NA,9.03000000000003,65,0
2001,313,22.71,NA,0,65
2001,321,18.43,5.95000000000005,0,0
2001,329,13.49,2.87,0,0
2001,337,10.93,NA,0,65
2001,345,NA,4.05000000000001,65,0
2001,353,NA,NA,2,2
2001,361,NA,NA,2,65
2002,1,NA,NA,65,65
2002,9,11.39,6.67000000000002,0,0
2002,17,10.29,NA,0,65
2002,25,9.63000000000005,-0.42999999999995,0,0
2002,33,NA,2.15000000000003,65,0
2002,41,14.05,3.91000000000003,0,0
2002,49,NA,6.49000000000001,65,0
2002,57,17.79,6.09000000000003,0,0
2002,65,NA,4.23000000000002,65,0
2002,73,14.79,6.59000000000003,0,0
2002,81,NA,12.05,65,0
2002,89,NA,12.21,65,0
2002,97,23.17,11.97,0,0
2002,105,22.55,9.33000000000004,0,0
2002,113,22.93,10.85,0,0
2002,121,22.77,11.2500000000001,0,0
2002,129,NA,12.37,65,0
2002,137,24.09,NA,0,65
2002,145,27.49,14.53,0,0
2002,153,28.17,18.29,0,0
2002,161,30.55,15.41,0,0
2002,169,28.11,16.2500000000001,0,0
2002,177,31.65,17.51,0,0
2002,185,33.71,17.59,0,0
2002,193,29.79,16.97,0,0
2002,201,29.05,16.27,0,0
2002,209,26.77,15.43,0,0
2002,217,31.67,16.45,0,0
2002,225,NA,15.73,65,0
2002,233,29.5700000000001,15.71,0,0
2002,241,33.01,15.77,0,0
2002,249,31.0700000000001,14.55,0,0
2002,257,31.71,15.71,0,0
2002,265,31.21,15.27,0,0
2002,273,NA,NA,65,65
2002,281,32.15,12.87,0,0
2002,289,NA,11.23,65,0
2002,297,NA,9.01000000000005,65,0
2002,305,NA,8.85000000000002,65,0
2002,313,18.41,NA,0,65
2002,321,NA,7.15000000000003,65,0
2002,329,15.65,NA,0,65
2002,337,NA,NA,65,65
2002,345,NA,NA,65,65
2002,353,9.93000000000001,NA,0,65
2002,361,11.65,NA,0,65
2003,1,10.43,5.27000000000004,0,0
2003,9,12.29,4.23000000000002,0,0
2003,17,NA,NA,2,65
2003,25,NA,4.71000000000004,65,0
2003,33,NA,4.19000000000005,65,0
2003,41,NA,2.71000000000004,65,0
2003,49,NA,5.69000000000005,65,0
2003,57,NA,6.61000000000001,65,0
2003,65,NA,8.67000000000002,65,0
2003,73,17.21,NA,0,65
2003,81,20.0700000000001,9.75000000000006,0,0
2003,89,25.79,7.67000000000002,0,0
2003,97,22.33,9.39000000000004,0,0
2003,105,21.15,9.11000000000001,0,0
2003,113,20.91,7.61000000000001,0,0
2003,121,NA,NA,65,65
2003,129,23.93,10.55,0,0
2003,137,26.0700000000001,14.59,0,0
2003,145,29.35,15.67,0,0
2003,153,30.31,15.77,0,0
2003,161,26.59,14.73,0,0
2003,169,28.67,15.55,0,0
2003,177,32.21,17.93,0,0
2003,185,30.37,17.11,0,0
2003,193,31.51,19.37,0,0
2003,201,32.89,NA,0,65
2003,209,26.21,18.05,0,0
2003,217,28.05,NA,0,65
2003,225,28.79,16.37,0,0
2003,233,30.43,16.85,0,0
2003,241,NA,16.95,65,0
2003,249,30.29,15.95,0,0
2003,257,NA,16.49,65,0
2003,265,33.51,14.99,0,0
2003,273,NA,14.2500000000001,65,0
2003,281,NA,12.7500000000001,65,0
2003,289,NA,13.35,65,0
2003,297,NA,12.11,65,0
2003,305,NA,NA,2,65
2003,313,NA,7.63000000000005,65,0
2003,321,NA,6.45000000000005,65,0
2003,329,15.53,5.65000000000003,0,0
2003,337,NA,6.47000000000003,65,0
2003,345,NA,NA,65,65
2003,353,NA,NA,65,65
2003,361,9.43000000000001,NA,0,65
2004,1,9.31,NA,0,65
2004,9,NA,5.89000000000004,2,0
2004,17,10.77,2.93000000000001,0,0
2004,25,11.33,NA,0,65
2004,33,NA,4.19000000000005,65,0
2004,41,NA,3.55000000000001,65,0
2004,49,NA,NA,65,2
2004,57,NA,NA,65,65
2004,65,19.15,10.03,0,0
2004,73,NA,11.31,65,0
2004,81,NA,10.61,65,0
2004,89,18.87,10.55,0,0
2004,97,25.23,11.7500000000001,0,0
2004,105,20.91,9.61000000000001,0,0
2004,113,26.1300000000001,13.5700000000001,0,0
2004,121,26.65,13.77,0,0
2004,129,26.03,13.79,0,0
2004,137,24.1300000000001,12.87,0,0
2004,145,25.43,13.7500000000001,0,0
2004,153,26.93,16.21,0,0
2004,161,29.27,NA,0,65
2004,169,27.7500000000001,15.17,0,0
2004,177,28.85,16.15,0,0
2004,185,27.47,15.5700000000001,0,0
2004,193,30.67,16.15,0,0
2004,201,29.53,17.87,0,0
2004,209,27.85,16.11,0,0
2004,217,29.6300000000001,17.91,0,0
2004,225,28.95,17.2500000000001,0,0
2004,233,28.15,17.21,0,0
2004,241,31.15,16.5700000000001,0,0
2004,249,31.61,17.37,0,0
2004,257,30.0700000000001,17.45,0,0
2004,265,27.79,14.29,0,0
2004,273,NA,13.7500000000001,65,0
2004,281,NA,14.67,65,0
2004,289,19.59,NA,0,65
2004,297,18.1900000000001,NA,0,65
2004,305,NA,7.81,65,0
2004,313,16.35,7.21000000000004,0,0
2004,321,NA,6.39000000000004,65,0
2004,329,NA,NA,65,65
2004,337,11.45,-0.00999999999999091,0,0
2004,345,10.65,NA,0,65
2004,353,10.45,2.87,0,0
2004,361,10.67,NA,0,65
2005,1,NA,NA,65,65
2005,9,10.95,4.15000000000003,0,0
2005,17,NA,NA,2,65
2005,25,NA,4.23000000000002,65,0
2005,33,12.7500000000001,4.55000000000001,0,0
2005,41,NA,4.17000000000002,65,0
2005,49,16.55,NA,0,65
2005,57,NA,6.73000000000002,65,0
2005,65,NA,10.71,65,0
2005,73,NA,9.71000000000004,65,0
2005,81,NA,NA,65,65
2005,89,NA,NA,65,65
2005,97,NA,8.15000000000003,65,0
2005,105,NA,NA,65,65
2005,113,22.1900000000001,NA,0,65
2005,121,22.0700000000001,13.27,0,0
2005,129,21.45,11.97,0,0
2005,137,25.6900000000001,14.61,0,0
2005,145,26.27,15.23,0,0
2005,153,27.73,15.6900000000001,0,0
2005,161,27.45,15.93,0,0
2005,169,25.1900000000001,13.5700000000001,0,0
2005,177,27.71,16.49,0,0
2005,185,29.6900000000001,17.61,0,0
2005,193,30.35,19.67,0,0
2005,201,31.71,18.21,0,0
2005,209,29.39,17.71,0,0
2005,217,28.41,18.1900000000001,0,0
2005,225,25.91,15.37,0,0
2005,233,26.97,15.99,0,0
2005,241,NA,16.1900000000001,65,0
2005,249,24.27,13.67,0,0
2005,257,25.03,13.81,0,0
2005,265,26.43,13.53,0,0
2005,273,25.5700000000001,13.65,0,0
2005,281,NA,12.91,65,0
2005,289,NA,12.17,65,0
2005,297,NA,12.09,65,0
2005,305,19.23,10.21,0,0
2005,313,NA,NA,65,65
2005,321,NA,NA,65,2
2005,329,15.65,NA,0,65
2005,337,NA,3.01000000000005,65,0
2005,345,11.31,NA,0,65
2005,353,NA,NA,2,65
2005,361,NA,6.07000000000005,2,0
2006,1,NA,NA,65,65
2006,9,12.47,5.63000000000005,0,0
2006,17,10.65,3.75000000000006,0,0
2006,25,12.35,4.29000000000002,0,0
2006,33,NA,6.17000000000002,65,0
2006,41,17.2500000000001,5.45000000000005,0,0
2006,49,NA,2.71000000000004,65,0
2006,57,14.6300000000001,NA,0,65
2006,65,NA,NA,65,65
2006,73,NA,NA,65,65
2006,81,NA,NA,65,65
2006,89,NA,NA,65,2
2006,97,NA,NA,65,2
2006,105,19.6300000000001,NA,0,65
2006,113,23.49,NA,0,65
2006,121,22.65,13.45,0,0
2006,129,24.15,15.29,0,0
2006,137,NA,14.41,65,0
2006,145,22.6900000000001,NA,0,65
2006,153,NA,15.65,65,0
2006,161,NA,NA,65,65
2006,169,31.47,18.79,0,0
2006,177,NA,16.91,2,0
2006,185,29.27,17.35,0,0
2006,193,30.95,18.21,0,0
2006,201,32.01,22.11,0,0
2006,209,26.1300000000001,NA,0,65
2006,217,27.35,16.2500000000001,0,0
2006,225,26.33,15.47,0,0
2006,233,NA,15.51,65,0
2006,241,NA,15.49,65,0
2006,249,26.95,15.43,0,0
2006,257,NA,13.43,65,0
2006,265,NA,14.29,65,0
2006,273,21.21,NA,0,65
2006,281,NA,12.11,65,0
2006,289,NA,9.95000000000005,65,0
2006,297,NA,10.83,65,0
2006,305,21.0700000000001,NA,0,65
2006,313,NA,9.09000000000003,65,0
2006,321,NA,NA,65,65
2006,329,12.89,5.31,0,0
2006,337,13.5700000000001,0.810000000000002,0,0
2006,345,NA,NA,65,65
2006,353,NA,NA,65,65
2006,361,7.85000000000002,NA,0,65
2007,1,NA,3.47000000000003,65,0
2007,9,9.19000000000005,2.99000000000001,0,0
2007,17,NA,0.0100000000000477,65,0
2007,25,NA,2.67000000000002,65,0
2007,33,15.39,NA,0,65
2007,41,NA,NA,65,65
2007,49,NA,NA,65,65
2007,57,15.95,NA,0,65
2007,65,NA,8.77000000000004,65,0
2007,73,NA,11.53,65,0
2007,81,26.29,NA,0,65
2007,89,21.79,9.71000000000004,0,0
2007,97,23.95,NA,0,65
2007,105,19.5700000000001,9.53000000000003,0,0
2007,113,23.43,11.5700000000001,0,0
2007,121,26.29,NA,0,65
2007,129,24.65,13.27,0,0
2007,137,27.83,NA,0,65
2007,145,28.83,12.35,0,0
2007,153,27.67,13.09,0,0
2007,161,30.81,16.1900000000001,0,0
2007,169,30.51,16.29,0,0
2007,177,28.97,15.97,0,0
2007,185,31.91,20.81,0,0
2007,193,27.6900000000001,NA,0,65
2007,201,29.0700000000001,17.15,0,0
2007,209,28.33,17.41,0,0
2007,217,27.55,15.5700000000001,0,0
2007,225,28.0700000000001,16.89,0,0
2007,233,32.33,17.6900000000001,0,0
2007,241,30.59,19.31,0,0
2007,249,30.27,16.37,0,0
2007,257,24.85,14.67,0,0
2007,265,NA,12.47,65,0
2007,273,23.87,10.67,0,0
2007,281,NA,11.47,65,0
2007,289,21.73,10.5700000000001,0,0
2007,297,NA,11.23,65,0
2007,305,NA,11.39,65,0
2007,313,20.61,9.09000000000003,0,0
2007,321,NA,11.03,65,0
2007,329,NA,5.47000000000003,65,0
2007,337,NA,NA,65,65
2007,345,12.23,5.53000000000003,0,0
2007,353,9.97000000000003,2.55000000000001,0,0
2007,361,NA,NA,65,65
2008,1,9.99000000000001,NA,0,65
2008,9,NA,NA,65,65
2008,17,NA,1.33000000000004,65,0
2008,25,10.0700000000001,NA,0,65
2008,33,11.2500000000001,NA,0,65
2008,41,14.03,3.89000000000004,0,0
2008,49,14.53,NA,0,65
2008,57,15.73,7.47000000000003,0,0
2008,65,18.37,6.05000000000001,0,0
2008,73,18.43,8.05000000000001,0,0
2008,81,NA,8.69000000000005,65,0
2008,89,19.6900000000001,8.73000000000002,0,0
2008,97,22.67,9.31,0,0
2008,105,27.81,9.85000000000002,0,0
2008,113,25.0700000000001,11.61,0,0
2008,121,24.61,11.2500000000001,0,0
2008,129,24.23,12.33,0,0
