"YR","DOY","LST.day","LST.night","QC.day","QC.night"
2001,1,14.01,-0.589999999999975,0,0
2001,9,11.49,NA,0,65
2001,17,14.1300000000001,-0.989999999999952,0,0
2001,25,12.6900000000001,0.650000000000034,0,0
2001,33,15.73,3.19000000000005,0,0
2001,41,15.61,1.65000000000003,0,0
2001,49,NA,2.87,65,0
2001,57,16.0700000000001,4.61000000000001,0,0
2001,65,20.29,6.21000000000004,0,0
2001,73,21.35,9.75000000000006,0,0
2001,81,24.6900000000001,10.6900000000001,0,0
2001,89,25.31,11.89,0,0
2001,97,22.81,5.59000000000003,0,0
2001,105,NA,7.23000000000002,65,0
2001,113,34.41,11.95,0,0
2001,121,35.99,13.23,0,0
2001,129,43.01,NA,0,65
2001,137,40.11,17.47,0,0
2001,145,36.91,16.01,0,0
2001,153,37.49,16.41,0,0
2001,161,40.45,15.23,0,0
2001,177,NA,NA,65,2
2001,185,31.61,16.87,0,0
2001,193,30.65,14.27,0,0
2001,201,30.59,15.39,0,0
2001,209,30.6900000000001,16.09,0,0
2001,217,30.41,16.77,0,0
2001,225,30.81,15.89,0,0
2001,233,32.37,18.41,0,0
2001,241,32.01,16.43,0,0
2001,249,28.6900000000001,15.35,0,0
2001,257,29.55,14.85,0,0
2001,265,27.09,15.27,0,0
2001,273,29.53,15.45,0,0
2001,281,26.79,11.77,0,0
2001,289,25.33,11.17,0,0
2001,297,24.89,9.09000000000003,0,0
2001,305,20.97,7.03000000000003,0,0
2001,313,19.39,NA,0,65
2001,321,NA,6.81,65,0
2001,329,13.1900000000001,2.93000000000001,0,0
2001,337,12.33,4.31,0,0
2001,345,12.45,3.37,0,0
2001,353,NA,NA,2,65
2001,361,NA,NA,2,65
2002,1,NA,NA,65,65
2002,9,12.61,2.65000000000003,0,0
2002,17,11.89,0.370000000000005,0,0
2002,25,10.29,-1.16999999999996,0,0
2002,33,14.1300000000001,1.11000000000001,0,0
2002,41,17.65,4.15000000000003,0,0
2002,49,17.67,7.49000000000001,0,0
2002,57,17.67,5.27000000000004,0,0
2002,65,NA,1.93000000000001,65,0
2002,73,15.59,4.43000000000001,0,0
2002,81,28.1300000000001,12.17,0,0
2002,89,25.6900000000001,11.51,0,0
2002,97,27.01,11.65,0,0
2002,105,29.41,8.05000000000001,0,0
2002,113,NA,9.35000000000002,65,0
2002,121,30.83,10.67,0,0
2002,129,32.37,11.93,0,0
2002,137,32.27,10.39,0,0
2002,145,34.73,15.01,0,0
2002,153,38.6300000000001,16.77,0,0
2002,161,36.05,14.77,0,0
2002,169,35.61,15.89,0,0
2002,177,36.41,18.01,0,0
2002,185,36.49,19.6300000000001,0,0
2002,193,31.7500000000001,16.37,0,0
2002,201,31.15,16.51,0,0
2002,209,27.71,15.67,0,0
2002,217,32.11,17.67,0,0
2002,225,29.49,16.33,0,0
2002,233,29.6300000000001,15.67,0,0
2002,241,31.31,16.59,0,0
2002,249,30.39,15.37,0,0
2002,257,30.97,16.31,0,0
2002,265,31.35,16.7500000000001,0,0
2002,273,28.39,12.23,0,0
2002,281,27.15,14.47,0,0
2002,289,NA,10.67,65,0
2002,297,24.03,7.23000000000002,0,0
2002,305,NA,3.01000000000005,65,0
2002,313,NA,NA,65,65
2002,321,NA,6.05000000000001,65,0
2002,329,16.6900000000001,1.39000000000004,0,0
2002,337,NA,1.11000000000001,65,0
2002,345,NA,NA,65,65
2002,353,10.49,3.09000000000003,0,0
2002,361,13.41,NA,0,2
2003,1,NA,3.87,65,0
2003,9,13.93,4.25000000000006,0,0
2003,17,NA,5.29000000000002,2,0
2003,25,14.33,9.15000000000003,0,0
2003,33,14.37,1.73000000000002,0,0
2003,41,12.61,0.370000000000005,0,0
2003,49,16.83,5.49000000000001,0,0
2003,57,16.37,5.97000000000003,0,0
2003,65,20.61,8.45000000000005,0,0
2003,73,18.59,7.81,0,0
2003,81,21.01,9.13000000000005,0,0
2003,89,23.97,NA,0,65
2003,97,24.21,9.09000000000003,0,0
2003,105,23.67,7.53000000000003,0,0
2003,113,23.79,NA,0,65
2003,121,NA,NA,65,65
2003,129,29.39,10.05,0,0
2003,137,33.31,14.17,0,0
2003,145,37.71,15.0700000000001,0,0
2003,153,34.33,15.47,0,0
2003,161,35.33,13.35,0,0
2003,169,35.6900000000001,15.43,0,0
2003,177,38.67,18.39,0,0
2003,185,37.41,17.53,0,0
2003,193,36.79,20.65,0,0
2003,201,33.73,19.55,0,0
2003,209,29.5700000000001,19.01,0,0
2003,217,30.89,16.67,0,0
2003,225,30.93,16.41,0,0
2003,233,31.5700000000001,17.43,0,0
2003,241,31.05,17.99,0,0
